"SourceSystem","TargetSystem","EdgeType","Evidence","Strength","Impact","Notes","EvidenceSource"
"Boats","Regions","DirectReference","Data/Scripts/Items/Boats/Strandedness.cs:L5:Region","Hard","Build;Runtime","Source file owned by source system contains a target-system symbol or package marker.","Source"
"Boats","RunUO Command System","RuntimeHook","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs:L19:Command","Hard","Runtime;Staff;Player","Runtime hook map row; trigger: Command invocation.","RuntimeHookMap"
"Boats","RunUO Command System","RuntimeHook","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs:L24:Command","Hard","Runtime;Staff;Player","Runtime hook map row; trigger: Command invocation.","RuntimeHookMap"
"Boats","RunUO Command System","RuntimeHook","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs:L29:Command","Hard","Runtime;Staff;Player","Runtime hook map row; trigger: Command invocation.","RuntimeHookMap"
"Boats","RunUO Command System","RuntimeHook","Data/Scripts/Items/Boats/Gumps/FindboatGump.cs:L17:Command","Hard","Runtime;Staff;Player","Runtime hook map row; trigger: Command invocation.","RuntimeHookMap"
"Boats","Script Startup","RuntimeHook","Data/Scripts/Custom/BoatNavigationTotem/BoatNavigationTotam.cs:L17:Initialize","Hard","Runtime","Runtime hook map row; trigger: Shard script initialization.","RuntimeHookMap"
"Boats","Script Startup","RuntimeHook","Data/Scripts/Items/Boats/BaseBoat.cs:L2906:Initialize","Hard","Runtime","Runtime hook map row; trigger: Shard script initialization.","RuntimeHookMap"
"Boats","Script Startup","RuntimeHook","Data/Scripts/Items/Boats/Gumps/FindboatGump.cs:L15:Initialize","Hard","Runtime","Runtime hook map row; trigger: Shard script initialization.","RuntimeHookMap"
"Boats","Script Startup","RuntimeHook","Data/Scripts/Items/Boats/Strandedness.cs:L103:Initialize","Hard","Runtime","Runtime hook map row; trigger: Shard script initialization.","RuntimeHookMap"
"Boats","Timer Scheduler","RuntimeHook","Data/Scripts/Items/Boats/BaseBoat.cs:L1447:Timer","Hard","Runtime","Runtime hook map row; trigger: Timer tick or delayed callback.","RuntimeHookMap"
"Boats","Timer Scheduler","RuntimeHook","Data/Scripts/Items/Boats/BaseBoat.cs:L2270:Timer","Hard","Runtime","Runtime hook map row; trigger: Timer tick or delayed callback.","RuntimeHookMap"
"Boats","Timer Scheduler","RuntimeHook","Data/Scripts/Items/Boats/BaseBoat.cs:L2882:Timer","Hard","Runtime","Runtime hook map row; trigger: Timer tick or delayed callback.","RuntimeHookMap"
"Boats","Timer Scheduler","RuntimeHook","Data/Scripts/Items/Boats/BaseBoat.cs:L2917:Timer","Hard","Runtime","Runtime hook map row; trigger: Timer tick or delayed callback.","RuntimeHookMap"
"Boats","Timer Scheduler","RuntimeHook","Data/Scripts/Items/Boats/Plank.cs:L469:Timer","Hard","Runtime","Runtime hook map row; trigger: Timer tick or delayed callback.","RuntimeHookMap"
"Boats","Vendor Core","DirectReference","Data/Scripts/Items/Boats/Cargo.cs:L2893:BaseVendor","Hard","Build;Runtime","Source file owned by source system contains a target-system symbol or package marker.","Source"
"Boats","World Save EventSink","GlobalHook","Data/Scripts/Items/Boats/BaseBoat.cs:L2909:WorldSave","Hard","Runtime;Save","Runtime hook map row; trigger: World save event.","RuntimeHookMap"
"Boats","World Save Loader","Serialization","Data/Scripts/Custom/Invasion System/Add Ins/Pirates/Chasing Pirates/PirateShip.cs:Server.Multis.PirateShip_Boat_Deed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Custom/Invasion System/Add Ins/Pirates/Chasing Pirates/PirateShip.cs:Server.Multis.PirateShip_Boat_Docked:v0","Hard","Save","Serialized kind Controller; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Custom/Invasion System/Add Ins/Pirates/Chasing Pirates/PirateShip.cs:Server.Multis.PirateShip_Boat:v0","Hard","Save","Serialized kind Controller; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BaseBoat.cs:Server.Multis.BaseBoat:v3","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BaseBoatDeed.cs:Server.Multis.BaseBoatDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BaseDockedBoat.cs:Server.Multis.BaseDockedBoat:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BoatBuild.cs:Server.Items.BoatBuild:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BoatDoor.cs:Server.Items.BoatDoor:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BoatDoor.cs:Server.Items.DeckDoor:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BoatModel.cs:Server.Items.BoatModel:v0","Hard","Save","Serialized kind Addon; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BoatModel.cs:Server.Items.BoatModelDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/BoatStain.cs:Server.Items.BoatStain:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Cargo.cs:Server.Items.Cargo:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/CarpetBuild.cs:Server.Items.CarpetBuild:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/DockingLantern.cs:Server.Items.DockingLantern:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonBarbarian:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonExotic:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonLarge:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonRoyal:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonRuinedBarbarian:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonRuinedExotic:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonRuinedRoyal:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonWreckedBarbarian:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonWreckedExotic:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonWreckedLarge:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Galleons.cs:Server.Multis.GalleonWreckedRoyal:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/GrapplingHook.cs:Server.Items.GrapplingHook:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Hold.cs:Server.Items.Hold:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/LargeBoat.cs:Server.Multis.LargeBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/LargeBoat.cs:Server.Multis.LargeBoatDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/LargeBoat.cs:Server.Multis.LargeDockedBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/LargeDragonBoat.cs:Server.Multis.LargeDockedDragonBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/LargeDragonBoat.cs:Server.Multis.LargeDragonBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/LargeDragonBoat.cs:Server.Multis.LargeDragonBoatDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/MediumBoat.cs:Server.Multis.MediumBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/MediumBoat.cs:Server.Multis.MediumBoatDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/MediumBoat.cs:Server.Multis.MediumDockedBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/MediumDragonBoat.cs:Server.Multis.MediumDockedDragonBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/MediumDragonBoat.cs:Server.Multis.MediumDragonBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/MediumDragonBoat.cs:Server.Multis.MediumDragonBoatDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/PirateBounty.cs:Server.Items.PirateBounty:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Plank.cs:Server.Items.Plank:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/SmallBoat.cs:Server.Multis.SmallBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/SmallBoat.cs:Server.Multis.SmallBoatDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/SmallBoat.cs:Server.Multis.SmallDockedBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/SmallDragonBoat.cs:Server.Multis.SmallDockedDragonBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/SmallDragonBoat.cs:Server.Multis.SmallDragonBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/SmallDragonBoat.cs:Server.Multis.SmallDragonBoatDeed:v0","Hard","Save","Serialized kind Deed; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/TillerMan.cs:Server.Items.TillerMan:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/TinyBoat.cs:Server.Multis.TinyBoat:v0","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status MachineMapped.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.ShipEW:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.ShipNS:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
"Boats","World Save Loader","Serialization","Data/Scripts/Items/Boats/Vessels.cs:Server.Items.VesselsEW:v1","Hard","Save","Serialized kind Item; move risk NamespaceOrTypeRenameDanger; review status NeedsSourceReview.","SerializationRegister"
