"HookType","File","Line","LikelySystem","Evidence"
"CustomTimerSubclass","Data/Scripts/Mobiles/Unusual/Roper.cs","92","Mobiles:Unusual","private class TeleportTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Mobiles/Unusual/StoneRoper.cs","102","Mobiles:Unusual","private class TeleportTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Quests/QuestChests.cs","383","Quests:QuestChests.cs","public class ItemRemovalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Quests/QuestGlow.cs","42","Quests:QuestGlow.cs","public class ItemRemovalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Quests/Major/QuestTake.cs","1212","Quests:Major","public class ItemRemovalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Quests/Pagan/ApproachObsidian.cs","103","Quests:Pagan","public class GoodiesTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Quests/Summon/SummonCarriers.cs","1621","Quests:Summon","public class GoodiesTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Quests/Summon/SummonPrison.cs","2276","Quests:Summon","public class SummonTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Quests/Underworld/UnderworldTeleporter.cs","74","Quests:Underworld","public class GatewayTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Commands/Player/Afk.cs","11","System:Commands","public class AFK : Timer"
"CustomTimerSubclass","Data/Scripts/System/Commands/Player/CorpseSearch.cs","210","System:Commands","public class CorpseTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Commands/Player/Emote.cs","707","System:Commands","public class ItemRemovalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Commands/Player/MoonSearch.cs","176","System:Commands","public class MoonTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Gumps/ReportMurderer.cs","93","System:Gumps","private class GumpTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Help/PageQueue.cs","145","System:Help","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Help/StuckMenu.cs","346","System:Help","private class CloseTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Help/StuckMenu.cs","374","System:Help","private class TeleportTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Accounts.cs","1438","System:Misc","private class YoungTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/AutoRestart.cs","28","System:Misc","public class AutoRestart : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/AutoSave.cs","16","System:Misc","public class AutoSave : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/CharacterCreation.cs","287","System:Misc","private class BadStartMessage : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Death.cs","1084","System:Misc","public class GhostTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/FoodDecay.cs","46","System:Misc","public class FoodDecayTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Guilds.cs","661","System:Misc","public class WarTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/LightCycle.cs","133","System:Misc","private class LightCycleTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/LightCycle.cs","154","System:Misc","public class NightSightTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Logs.cs","2025","System:Misc","public class StatusPage : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Party.cs","363","System:Misc","private class RejoinTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Party.cs","928","System:Misc","public class DeclineTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Poison.cs","89","System:Misc","public class PoisonTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Spawning.cs","4403","System:Misc","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Spawning.cs","5173","System:Misc","private class WarnTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Spawning.cs","6170","System:Misc","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Spawning.cs","6385","System:Misc","private class WarnTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","59","System:Misc","public class TaskTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","76","System:Misc","public class FirstTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","145","System:Misc","public class TaskTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","162","System:Misc","public class FirstTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","275","System:Misc","public class TaskTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","292","System:Misc","public class FirstTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","366","System:Misc","public class TaskTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","383","System:Misc","public class FirstTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","689","System:Misc","public class TaskTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","708","System:Misc","public class FirstTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/Tasks.cs","727","System:Misc","public class ColorTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Misc/WelcomeTimer.cs","9","System:Misc","public class WelcomeTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Obsolete/Obsolete.cs","19082","System:Obsolete","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Obsolete/Obsolete.cs","22852","System:Obsolete","public class MyRunUO : Timer"
"CustomTimerSubclass","Data/Scripts/System/Obsolete/Obsolete.cs","30972","System:Obsolete","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Regions/GuardedRegion.cs","428","System:Regions","private class GuardTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Begging.cs","433","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Poisoning.cs","149","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Spiritualism.cs","59","System:Skills","private class SpiritualismTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Taming.cs","310","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Tracking.cs","1077","System:Skills","public class TrackTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/BleedAttack.cs","121","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/Block.cs","101","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/DualWield.cs","57","System:Skills","public class DualWieldTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/Feint.cs","68","System:Skills","public class FeintTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/ForceofNature.cs","57","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/FrenziedWhirlwind.cs","144","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/MortalStrike.cs","79","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/ParalyzingBlow.cs","121","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/TalonStrike.cs","57","System:Skills","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/WeaponAbility.cs","489","System:Skills","private class WeaponAbilityTimer : Timer"
"CustomTimerSubclass","Data/Scripts/System/Skills/Weapon Abilities/WeaponArmorCalls.cs","234","System:Skills","private class CantWalkTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Core/CraftItem.cs","3988","Trades:Core","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Crafting/DefBlacksmithy.cs","319","Trades:Crafting","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Crafting/DefGlassblowing.cs","80","Trades:Crafting","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Crafting/DefMasonry.cs","77","Trades:Crafting","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Gardening/MiscItems/GreenThorns.cs","119","Trades:Gardening","private class EndActionTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Gardening/MiscItems/GreenThorns.cs","151","Trades:Gardening","public abstract class GreenThornsEffect : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Gardening/MiscItems/GreenThorns.cs","975","Trades:Gardening","private class InternalTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Gardening/MiscItems/OrangePetals.cs","104","Trades:Gardening","private class OrangePetalsTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Harvest/HarvestSoundTimer.cs","5","Trades:Harvest","public class HarvestSoundTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Harvest/HarvestTimer.cs","5","Trades:Harvest","public class HarvestTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Shoppes/BaseShoppe.cs","812","Trades:Shoppes","private class CustomerTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Shoppes/BaseShoppe.cs","829","Trades:Shoppes","private class QuickTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Shoppes/MerchantCrate.cs","273","Trades:Shoppes","private class EmptyTimer : Timer"
"CustomTimerSubclass","Data/Scripts/Trades/Shoppes/MerchantCrate.cs","289","Trades:Shoppes","private class QuickTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","1458","ServerCore","private class WarmodeTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","1994","ServerCore","private class ManaTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2014","ServerCore","private class HitsTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2034","ServerCore","private class StamTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2054","ServerCore","private class LogoutTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2079","ServerCore","private class ParalyzedTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2096","ServerCore","private class FrozenTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2113","ServerCore","private class CombatTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2165","ServerCore","private class ExpireCombatantTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2190","ServerCore","private class ExpireCriminalTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","2207","ServerCore","private class ExpireAggressorsTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Mobile.cs","4399","ServerCore","private class AutoManifestTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Timer.cs","597","ServerCore","private class DelayCallTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Timer.cs","635","ServerCore","private class DelayStateCallTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Timer.cs","677","ServerCore","private class DelayStateCallTimer<T> : Timer"
"CustomTimerSubclass","Data/System/Source/Network/PacketHandlers.cs","2103","ServerCore","private class LoginTimer : Timer"
"CustomTimerSubclass","Data/System/Source/Targeting/Target.cs","99","ServerCore","private class TimeoutTimer : Timer"
"WorldSave","Data/Scripts/Custom/Government System/CityUpgradeSystem.cs","149","Custom:Government System","World.Save();"
"WorldSave","Data/Scripts/Custom/Voting/VoteConfig.cs","45","Custom:Voting","EventSink.WorldSave += new WorldSaveEventHandler(EventSink_WorldSave);"
"WorldSave","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","168","Custom:XMLSpawner","EventSink.WorldSave += new WorldSaveEventHandler(Save);"
"WorldSave","Data/Scripts/Items/Boats/BaseBoat.cs","2909","Items:Boats","EventSink.WorldSave += new WorldSaveEventHandler(EventSink_WorldSave);"
"WorldSave","Data/Scripts/Items/Houses/Monopoly/Misc/General.cs","32","Items:Houses","EventSink.WorldSave += new WorldSaveEventHandler(OnSave);"
"WorldSave","Data/Scripts/Items/Houses/Remodeling/Remodeling.cs","28","Items:Houses","//the World.Save the cleanup of any orphaned LawnItems happens."
"WorldSave","Data/Scripts/System/Chat/General/General.cs","43","System:Chat","EventSink.WorldSave += new WorldSaveEventHandler(OnSave);"
"WorldSave","Data/Scripts/System/Commands/ConvertPlayers.cs","60","System:Commands","World.Save();"
"WorldSave","Data/Scripts/System/Misc/Accounts.cs","736","System:Misc","EventSink.WorldSave += new WorldSaveEventHandler(Save);"
"WorldSave","Data/Scripts/System/Misc/AutoSave.cs","192","System:Misc","World.Save(true, permitBackgroundWrite);"
"WorldSave","Data/Scripts/System/Misc/Broadcast.cs","222","System:Misc","World.Save(true, false);"
"WorldSave","Data/Scripts/System/Obsolete/Obsolete.cs","27338","System:Obsolete","EventSink.WorldSave += new WorldSaveEventHandler(EventSink_WorldSave);"
"WorldSave","Data/Scripts/Trades/Apiculture/beehivehelper.cs","62","Trades:Apiculture","EventSink.WorldSave += new WorldSaveEventHandler(EventSink_WorldSave);"
"WorldSave","Data/Scripts/Trades/Gardening/PlantSystem.cs","422","Trades:Gardening","EventSink.WorldSave += new WorldSaveEventHandler(EventSink_WorldSave);"
"WorldSave","Data/System/Source/EventSink.cs","1178","ServerCore","public static event WorldSaveEventHandler WorldSave;"
"WorldSave","Data/System/Source/EventSink.cs","1437","ServerCore","if (WorldSave != null)"
"WorldSave","Data/System/Source/EventSink.cs","1438","ServerCore","WorldSave(e);"
"WorldSave","Data/System/Source/EventSink.cs","1477","ServerCore","WorldSave = null;"
"WorldSave","Data/System/Source/World.cs","96","ServerCore","Core.WriteDiagnostic(""World.Save disk write complete ({0})"", NetState.ConnectionSummary);"
"WorldSave","Data/System/Source/World.cs","110","ServerCore","""World.Save phase: {0} took {1:F2}s (elapsed={2:F2}s, {3})"","
"WorldSave","Data/System/Source/World.cs","1002","ServerCore","""World.Save start (message={0}, backgroundWrite={1}, {2})"","
"WorldSave","Data/System/Source/World.cs","1092","ServerCore","""World.Save complete in {0:F2}s (reported save={1:F2}s, {2})"","
"WorldSave","Data/System/Source/Persistence/StandardSaveStrategy.cs","55","ServerCore","get { return (World.SaveType == World.SaveOption.Normal || !_permitBackgroundWrite); }"
"WorldLoad","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","167","Custom:XMLSpawner","EventSink.WorldLoad += new WorldLoadEventHandler(Load);"
"WorldLoad","Data/Scripts/Items/Food/Beverage.cs","124","Items:Food","throw new Exception(World.LoadingType);"
"WorldLoad","Data/Scripts/Items/Food/Beverage.cs","461","Items:Food","throw new Exception(World.LoadingType);"
"WorldLoad","Data/Scripts/Items/Food/Beverage.cs","648","Items:Food","throw new Exception(World.LoadingType);"
"WorldLoad","Data/Scripts/Items/Food/Beverage.cs","1440","Items:Food","return (World.LoadingType == String.Format(""Server.Items.{0}"", name));"
"WorldLoad","Data/Scripts/Mobiles/Base/Behavior.cs","9665","Mobiles:Base","else if (World.Loading)"
"WorldLoad","Data/Scripts/System/Chat/General/General.cs","42","System:Chat","EventSink.WorldLoad += new WorldLoadEventHandler(OnLoad);"
"WorldLoad","Data/Scripts/System/Misc/Accounts.cs","735","System:Misc","EventSink.WorldLoad += new WorldLoadEventHandler(Load);"
"WorldLoad","Data/Scripts/Trades/Gardening/PlantSystem.cs","419","Trades:Gardening","EventSink.WorldLoad += new WorldLoadEventHandler(EventSink_WorldLoad);"
"WorldLoad","Data/System/Source/EventSink.cs","1177","ServerCore","public static event WorldLoadEventHandler WorldLoad;"
"WorldLoad","Data/System/Source/EventSink.cs","1431","ServerCore","if (WorldLoad != null)"
"WorldLoad","Data/System/Source/EventSink.cs","1432","ServerCore","WorldLoad();"
"WorldLoad","Data/System/Source/EventSink.cs","1476","ServerCore","WorldLoad = null;"
"WorldLoad","Data/System/Source/Item.cs","2006","ServerCore","if (m_Map != null && m_Map != Map.Internal && !World.Loading)"
"WorldLoad","Data/System/Source/Main.cs","610","ServerCore","World.Load();"
"WorldLoad","Data/System/Source/Mobile.cs","10128","ServerCore","if (m_Map != null && m_Map != Map.Internal && !World.Loading)"
