"System","File","Line","UsageKind","FreeCallPresentInFile","Evidence"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanLumber.cs","31","DirectForeachRangeScan","No","foreach (Item forge in this.GetItemsInRange(2))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanMiner.cs","31","DirectForeachRangeScan","No","foreach (Item anvil in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanSmelter.cs","31","DirectForeachRangeScan","No","foreach (Item forge in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanSmith.cs","31","DirectForeachRangeScan","No","foreach (Item anvil in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TrainingBow.cs","29","DirectForeachRangeScan","No","foreach (Item hay in this.GetItemsInRange(6))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TrainingFishing.cs","29","DirectForeachRangeScan","No","foreach (Item water in this.GetItemsInRange(6))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TrainingMagery.cs","38","DirectForeachRangeScan","No","foreach (Item pentagram in this.GetItemsInRange(4))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TrainingMagery.cs","133","DirectForeachRangeScan","No","foreach (Mobile mouse in this.GetMobilesInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TrainingSingle.cs","29","DirectForeachRangeScan","No","foreach (Item dummy in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TrainingSpirits.cs","30","DirectForeachRangeScan","No","foreach (Item shrine in this.GetItemsInRange(6))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/Warriors.cs","52","DirectForeachRangeScan","No","foreach (Mobile man in this.GetMobilesInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/WorkingSpots.cs","40","DirectForeachRangeScan","No","foreach (Item item in spot.GetItemsInRange(5))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/WorkingSpots.cs","52","DirectForeachRangeScan","No","foreach (Mobile mobile in spot.GetMobilesInRange(0))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/WorkingSpots.cs","263","DirectForeachRangeScan","No","foreach (Item item in spots.GetItemsInRange(range))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Familiars/HordeMinion.cs","78","DirectForeachRangeScan","No","foreach (Item item in this.GetItemsInRange(2))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Familiars/ShadowWisp.cs","74","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(5))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Porters/PorterItem.cs","121","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(20))"
"Mobiles:Constructs","Data/Scripts/Mobiles/Constructs/WaxSculpture.cs","91","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Constructs","Data/Scripts/Mobiles/Constructs/Alien/Mutant.cs","82","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Constructs","Data/Scripts/Mobiles/Constructs/Golems/IronCobra.cs","125","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Daemons","Data/Scripts/Mobiles/Daemons/Balron.cs","338","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Daemons","Data/Scripts/Mobiles/Daemons/Balron.cs","4019","DirectForeachRangeScan","No","foreach (Item gate in m.GetItemsInRange(20))"
"Mobiles:Daemons","Data/Scripts/Mobiles/Daemons/BloodDemigod.cs","132","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Daemons","Data/Scripts/Mobiles/Daemons/BloodDemon.cs","169","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Daemons","Data/Scripts/Mobiles/Daemons/Daemon.cs","452","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Daemons","Data/Scripts/Mobiles/Daemons/Succubus.cs","76","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Dragons","Data/Scripts/Mobiles/Dragons/Dragons/Dragons.cs","351","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Dragons","Data/Scripts/Mobiles/Dragons/Dragons/RidingDragon.cs","370","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Dragons","Data/Scripts/Mobiles/Dragons/Hydras/Hydra.cs","177","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Dragons","Data/Scripts/Mobiles/Dragons/Primeval/VampiricDragon.cs","207","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Dragons","Data/Scripts/Mobiles/Dragons/Wyrms/Wyrms.cs","281","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Dragons","Data/Scripts/Mobiles/Dragons/Young/YoungDragon.cs","271","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/MudMan.cs","74","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/StormCloud.cs","155","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/WaterWeird.cs","177","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/Elementals/BloodElemental.cs","135","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/Elementals/DeepWaterElemental.cs","140","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/Elementals/MagmaElemental.cs","102","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/Elementals/ToxicElemental.cs","201","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Elementals","Data/Scripts/Mobiles/Elementals/Elementals/WaterElemental.cs","189","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Hellish","Data/Scripts/Mobiles/Hellish/ShadowFiend.cs","112","DirectForeachRangeScan","No","foreach (Mobile m in m_Owner.GetMobilesInRange(3))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Medusa.cs","104","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/MindFlayer.cs","97","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(10))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Elves/ElfMinstrel.cs","455","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Humans/Minstrel.cs","474","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Sailors/BaseSailor.cs","427","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Sailors/Galleons/BasePirate.cs","1499","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(10))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Savages/SavageShaman.cs","135","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(8))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Savages/SavageShaman.cs","169","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(8))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Sea/Dagon.cs","111","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Sea/Neptar.cs","87","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Sea/NeptarWizard.cs","98","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Humanoids","Data/Scripts/Mobiles/Humanoids/Serpents/FireSlamander.cs","88","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Lavapede.cs","91","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/Alien.cs","112","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/Alien.cs","146","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/AlienSmall.cs","83","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/AlienSmall.cs","117","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/AlienSpider.cs","129","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/AlienSpider.cs","163","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/Shaclaw.cs","60","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Aliens/Shaclaw.cs","108","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurKing.cs","61","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurKing.cs","109","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurProgenitor.cs","61","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurProgenitor.cs","114","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurSoldier.cs","58","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurSoldier.cs","111","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurWorker.cs","57","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Ants/AntaurWorker.cs","108","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Beetles/GlowBeetleRiding.cs","66","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Spiders/AbyssCrawler.cs","109","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Insects","Data/Scripts/Mobiles/Insects/Spiders/ZombieSpider.cs","112","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/AncientSphinx.cs","106","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/MLDryad.cs","89","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/MLDryad.cs","135","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/RoyalSphinx.cs","106","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/Satyr.cs","402","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/SphinxRiding.cs","109","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/Xatyr.cs","403","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/xDryad.cs","88","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Mystical","Data/Scripts/Mobiles/Mystical/xDryad.cs","134","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(RangePerception))"
"Mobiles:Plants","Data/Scripts/Mobiles/Plants/BloodLotus.cs","170","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Plants","Data/Scripts/Mobiles/Plants/BogThing.cs","207","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Plants","Data/Scripts/Mobiles/Plants/CreepingFungus.cs","62","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Plants","Data/Scripts/Mobiles/Plants/Fungal.cs","64","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Plants","Data/Scripts/Mobiles/Plants/FungalMage.cs","67","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Plants","Data/Scripts/Mobiles/Plants/SwampThing.cs","229","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Reptilian","Data/Scripts/Mobiles/Reptilian/BasiliskRiding.cs","86","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Reptilian","Data/Scripts/Mobiles/Reptilian/Serpentaur.cs","139","DirectForeachRangeScan","No","foreach (Mobile m in target.GetMobilesInRange(8))"
"Mobiles:Reptilian","Data/Scripts/Mobiles/Reptilian/Frogs/GiantToad.cs","138","DirectForeachRangeScan","No","foreach (Mobile m in m_Owner.GetMobilesInRange(10))"
"Mobiles:Reptilian","Data/Scripts/Mobiles/Reptilian/Sea/GiantEel.cs","138","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Reptilian","Data/Scripts/Mobiles/Reptilian/Sea/GiantLamprey.cs","62","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Reptilian","Data/Scripts/Mobiles/Reptilian/Sea/Lurker.cs","58","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Reptilian","Data/Scripts/Mobiles/Reptilian/Snakes/BloodSnake.cs","128","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Slimes","Data/Scripts/Mobiles/Slimes/BloodWorm.cs","59","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Slimes","Data/Scripts/Mobiles/Slimes/GiantLeech.cs","52","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Slimes","Data/Scripts/Mobiles/Slimes/MarshWurm.cs","55","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Slimes","Data/Scripts/Mobiles/Slimes/OilSlick.cs","53","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Slimes","Data/Scripts/Mobiles/Slimes/SlimeDevil.cs","78","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Summoned","Data/Scripts/Mobiles/Summoned/BladeSpirits.cs","103","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Mobiles:Summoned","Data/Scripts/Mobiles/Summoned/DeathVortex.cs","112","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(7))"
"Mobiles:Summoned","Data/Scripts/Mobiles/Summoned/DeathVortex.cs","172","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Mobiles:Summoned","Data/Scripts/Mobiles/Summoned/EnergyVortex.cs","131","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Mobiles:Summoned","Data/Scripts/Mobiles/Summoned/GasCloud.cs","104","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(7))"
"Mobiles:Summoned","Data/Scripts/Mobiles/Summoned/GasCloud.cs","166","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Mobiles:Summoned","Data/Scripts/Mobiles/Summoned/Swarm.cs","104","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/Dracolich.cs","276","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(4))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/Dracula.cs","130","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/DragonGhost.cs","181","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(4))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/MummyGiant.cs","235","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/SoulWorm.cs","55","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/TitanLich.cs","223","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/Vampire.cs","99","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/VampireLord.cs","103","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/VampirePrince.cs","106","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/VampireWoods.cs","103","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/ZombieDragon.cs","189","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(4))"
"Mobiles:Undead","Data/Scripts/Mobiles/Undead/ZombieGiant.cs","223","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfAnarchy.cs","154","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfInsanity.cs","148","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/BaneOfWantoness.cs","148","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Mangar.cs","125","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(4))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/SerpentOfChaos.cs","90","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/SerpentOfOrder.cs","110","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/Shadowlord.cs","76","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanHydros.cs","116","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanHydros.cs","140","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanHydros.cs","313","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanLithos.cs","107","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanLithos.cs","129","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanPyros.cs","118","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanPyros.cs","140","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanStratos.cs","127","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unique","Data/Scripts/Mobiles/Unique/TitanStratos.cs","149","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(30))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/BloodGodTentacles.cs","189","DirectForeachRangeScan","No","foreach (Mobile m in m_Owner.GetMobilesInRange(9))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/GorgonRiding.cs","62","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Kuthulu.cs","199","DirectForeachRangeScan","No","foreach (Mobile m in m_Owner.GetMobilesInRange(16))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Roper.cs","142","DirectForeachRangeScan","No","foreach (Mobile m in m_Owner.GetMobilesInRange(16))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/SoulSucker.cs","64","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/StoneRoper.cs","152","DirectForeachRangeScan","No","foreach (Mobile m in m_Owner.GetMobilesInRange(16))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Xenomorph.cs","92","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Xenomorph.cs","125","DirectForeachRangeScan","No","foreach (Mobile foe in this.GetMobilesInRange(1))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Xenomutant.cs","137","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Xenomutant.cs","170","DirectForeachRangeScan","No","foreach (Mobile foe in this.GetMobilesInRange(1))"
"Mobiles:Unusual","Data/Scripts/Mobiles/Unusual/Xorn.cs","74","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Quests:Frankenstein","Data/Scripts/Quests/Frankenstein/FrankenJournal.cs","382","DirectForeachRangeScan","No","foreach (Item coil in m_From.GetItemsInRange(10))"
"Quests:Hoard","Data/Scripts/Quests/Hoard/HoardSpawner.cs","75","DirectForeachRangeScan","No","foreach (Mobile creature in from.GetMobilesInRange(15))"
"Quests:Hoard","Data/Scripts/Quests/Hoard/HoardSpawner.cs","90","DirectForeachRangeScan","No","foreach (Item spawner in from.GetItemsInRange(15))"
"Quests:Hoard","Data/Scripts/Quests/Hoard/HoardSpawner.cs","107","DirectForeachRangeScan","No","foreach (Item loot in from.GetItemsInRange(1))"
"Quests:Search","Data/Scripts/Quests/Search/SearchBase.cs","412","DirectForeachRangeScan","No","foreach (Mobile monster in this.GetMobilesInRange(5))"
"Quests:Shadowlords","Data/Scripts/Quests/Shadowlords/BalinorTeleporter.cs","29","DirectForeachRangeScan","No","foreach (Mobile c in this.GetMobilesInRange(30))"
"Quests:Summon","Data/Scripts/Quests/Summon/SummonPrison.cs","410","DirectForeachRangeScan","No","foreach (Item i in from.GetItemsInRange(10))"
"Quests:Thief","Data/Scripts/Quests/Thief/Coffer.cs","268","DirectForeachRangeScan","No","foreach (Mobile citizen in coffer.GetMobilesInRange(20))"
"Quests:Thief","Data/Scripts/Quests/Thief/HayCrate.cs","43","DirectForeachRangeScan","No","foreach (Mobile citizen in hay.GetMobilesInRange(200))"
"Quests:Thief","Data/Scripts/Quests/Thief/HollowStump.cs","44","DirectForeachRangeScan","No","foreach (Mobile citizen in stump.GetMobilesInRange(200))"
"Quests:Underworld","Data/Scripts/Quests/Underworld/SkullOfBaron Almric.cs","39","DirectForeachRangeScan","No","foreach (Item boulders in from.GetItemsInRange(20))"
"System:Commands","Data/Scripts/System/Commands/AddonGenerator.cs","351","ExplicitIPooledEnumerable","Yes","IPooledEnumerable en = map.GetItemsInBounds(bounds);"
"System:Commands","Data/Scripts/System/Commands/Handlers.cs","520","DirectForeachRangeScan","No","foreach (Item item in m.GetItemsInRange(0))"
"System:Commands","Data/Scripts/System/Commands/Handlers.cs","720","DirectForeachRangeScan","No","foreach (NetState state in m.GetClientsInRange(12))"
"System:Commands","Data/Scripts/System/Commands/MultiMaker.cs","218","ExplicitIPooledEnumerable","Yes","IPooledEnumerable en = map.GetItemsInBounds(bounds);"
"System:Commands","Data/Scripts/System/Commands/SignParser.cs","49","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(location, 0);"
"System:Commands","Data/Scripts/System/Commands/SpecialExport.cs","80","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = mob.Map.GetItemsInBounds(rect);"
"System:Commands","Data/Scripts/System/Commands/StaticExport.cs","81","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = mob.Map.GetItemsInBounds(rect);"
"System:Commands","Data/Scripts/System/Commands/Statics.cs","229","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = targetMap.GetItemsInBounds("
"System:Commands","Data/Scripts/System/Commands/Wipe.cs","115","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable;"
"System:Commands","Data/Scripts/System/Commands/Wipe.cs","118","RangeScan","Yes","eable = map.GetObjectsInBounds(rect);"
"System:Commands","Data/Scripts/System/Commands/Wipe.cs","120","RangeScan","Yes","eable = map.GetItemsInBounds(rect);"
