"System","File","Line","UsageKind","FreeCallPresentInFile","Evidence"
"Items:Houses","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","1376","DirectForeachRangeScan","No","//        foreach (Item item in Map.GetItemsInBounds(rect))"
"Items:Houses","Data/Scripts/Items/Houses/Monopoly/Misc/GumpResponse.cs","113","DirectForeachRangeScan","No","foreach (Item item in m.GetItemsInRange(20))"
"Items:Houses","Data/Scripts/Items/Houses/Remodeling/LawnGate.cs","218","ExplicitIPooledEnumerable","No","IPooledEnumerable eable = Map.GetItemsInRange(Location, 20);"
"Items:Houses","Data/Scripts/Items/Houses/Remodeling/LawnItem.cs","290","ExplicitIPooledEnumerable","No","IPooledEnumerable eable = Map.GetItemsInRange(Location, 20);"
"Items:Houses","Data/Scripts/Items/Houses/Remodeling/LawnSystem.cs","89","DirectForeachRangeScan","No","foreach (Mobile m in item.GetMobilesInRange(2))"
"Items:Houses","Data/Scripts/Items/Houses/Remodeling/ShantyDoor.cs","260","ExplicitIPooledEnumerable","No","IPooledEnumerable eable = Map.GetItemsInRange(Location, 20);"
"Items:Houses","Data/Scripts/Items/Houses/Remodeling/ShantyItem.cs","290","ExplicitIPooledEnumerable","No","IPooledEnumerable eable = Map.GetItemsInRange(Location, 20);"
"Items:Houses","Data/Scripts/Items/Houses/Remodeling/ShantySystem.cs","89","DirectForeachRangeScan","No","foreach (Mobile m in item.GetMobilesInRange(2))"
"Items:Magical","Data/Scripts/Items/Magical/Artifacts/Minor/GemOfSeeing.cs","124","ExplicitIPooledEnumerable","Yes","IPooledEnumerable inRange = src.Map.GetMobilesInRange(p, range);"
"Items:Magical","Data/Scripts/Items/Magical/Artifacts/Minor/GemOfSeeing.cs","149","ExplicitIPooledEnumerable","Yes","IPooledEnumerable TitemsInRange = src.Map.GetItemsInRange(p, range);"
"Items:Misc","Data/Scripts/Items/Misc/AcidSlime.cs","70","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(0))"
"Items:Misc","Data/Scripts/Items/Misc/Firebomb.cs","139","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = Map.GetMobilesInRange(Location, 1);"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","1285","DirectForeachRangeScan","No","foreach (Mobile who in this.GetMobilesInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","1408","DirectForeachRangeScan","No","foreach (Item enchant in m.GetItemsInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","1524","DirectForeachRangeScan","No","foreach (Item enchant in m.GetItemsInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","1956","DirectForeachRangeScan","No","foreach (Item enchant in m.GetItemsInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","2147","DirectForeachRangeScan","No","foreach (Item enchant in m.GetItemsInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","2291","DirectForeachRangeScan","No","foreach (Item enchant in m.GetItemsInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","2437","DirectForeachRangeScan","No","foreach (Item enchant in m.GetItemsInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MagicForges.cs","2581","DirectForeachRangeScan","No","foreach (Item enchant in m.GetItemsInRange(20))"
"Items:Misc","Data/Scripts/Items/Misc/MorphItem.cs","105","DirectForeachRangeScan","No","foreach (Mobile mob in GetMobilesInRange(CurrentRange))"
"Items:Misc","Data/Scripts/Items/Misc/PoolOfAcid.cs","72","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(0))"
"Items:Misc","Data/Scripts/Items/Misc/WarningItem.cs","129","DirectForeachRangeScan","No","foreach (Item item in GetItemsInRange(NeighborRange))"
"Items:Misc","Data/Scripts/Items/Misc/Games/BaseBoard.cs","112","DirectForeachRangeScan","No","foreach (NetState state in this.GetClientsInRange(2))"
"Items:Potions","Data/Scripts/Items/Potions/Special/CanopicJar.cs","288","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(10))"
"Items:Potions","Data/Scripts/Items/Potions/Special/MonsterSplatter.cs","859","DirectForeachRangeScan","No","foreach (Item i in from.GetItemsInRange(10))"
"Items:Potions","Data/Scripts/Items/Potions/Standard/Conflagration Potions/BaseConflagrationPotion.cs","398","DirectForeachRangeScan","No","foreach (Mobile mobile in m_Item.GetMobilesInRange(0))"
"Items:Potions","Data/Scripts/Items/Potions/Standard/Confusion Blast Potions/BaseConfusionBlastPotion.cs","128","DirectForeachRangeScan","No","foreach (Mobile mobile in map.GetMobilesInRange(loc, Radius))"
"Items:Potions","Data/Scripts/Items/Potions/Standard/Explosion Potions/BaseExplosionPotion.cs","308","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = LeveledExplosion"
"Items:Potions","Data/Scripts/Items/Potions/Standard/Explosion Potions/BaseExplosionPotion.cs","309","RangeScan","Yes","? map.GetObjectsInRange(loc, ExplosionRange)"
"Items:Potions","Data/Scripts/Items/Potions/Standard/Explosion Potions/BaseExplosionPotion.cs","310","RangeScan","Yes",": map.GetMobilesInRange(loc, ExplosionRange);"
"Items:Potions","Data/Scripts/Items/Potions/Standard/Frostbite Potions/BaseFrostbitePotion.cs","400","DirectForeachRangeScan","No","foreach (Mobile mobile in m_Item.GetMobilesInRange(0))"
"Items:Special","Data/Scripts/Items/Special/DemonPrison.cs","1307","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Items:Technology","Data/Scripts/Items/Technology/Landmine.cs","36","DirectForeachRangeScan","No","foreach (Item m in from.GetItemsInRange(10))"
"Items:Technology","Data/Scripts/Items/Technology/PlasmaGrenade.cs","286","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = LeveledExplosion"
"Items:Technology","Data/Scripts/Items/Technology/PlasmaGrenade.cs","287","RangeScan","Yes","? map.GetObjectsInRange(loc, ExplosionRange)"
"Items:Technology","Data/Scripts/Items/Technology/PlasmaGrenade.cs","288","RangeScan","Yes",": map.GetMobilesInRange(loc, ExplosionRange);"
"Items:Technology","Data/Scripts/Items/Technology/ThermalDetonator.cs","285","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = LeveledExplosion"
"Items:Technology","Data/Scripts/Items/Technology/ThermalDetonator.cs","286","RangeScan","Yes","? map.GetObjectsInRange(loc, ExplosionRange)"
"Items:Technology","Data/Scripts/Items/Technology/ThermalDetonator.cs","287","RangeScan","Yes",": map.GetMobilesInRange(loc, ExplosionRange);"
"Items:Trades","Data/Scripts/Items/Trades/Blacksmith Items/RubyPickaxe.cs","158","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(100))"
"Items:Trades","Data/Scripts/Items/Trades/Misc/FireHorn.cs","114","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = from.Map.GetMobilesInRange(new Point3D(loc), 2);"
"Items:Traps","Data/Scripts/Items/Traps/FlameSpurtTrap.cs","97","DirectForeachRangeScan","No","foreach (Mobile mob in GetMobilesInRange(3))"
"Items:Traps","Data/Scripts/Items/Traps/SpikeTrap.cs","183","DirectForeachRangeScan","No","foreach (Mobile mob in GetMobilesInRange(0))"
"Items:Traps","Data/Scripts/Items/Traps/StoneFaceTrap.cs","156","DirectForeachRangeScan","No","foreach (Mobile mob in GetMobilesInRange(1))"
"Items:Traps","Data/Scripts/Items/Traps/TrapKit.cs","68","DirectForeachRangeScan","No","foreach (Item m in from.GetItemsInRange(10))"
"Items:Weapons","Data/Scripts/Items/Weapons/BaseWeapon.cs","2076","DirectForeachRangeScan","No","foreach (Mobile m in defender.GetMobilesInRange(1))"
"Items:Weapons","Data/Scripts/Items/Weapons/BaseWeapon.cs","2171","DirectForeachRangeScan","No","foreach (Mobile m in defender.GetMobilesInRange(4))"
"Items:Weapons","Data/Scripts/Items/Weapons/BaseWeapon.cs","3002","DirectForeachRangeScan","No","foreach (Mobile m in from.GetMobilesInRange(10))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/ArmysPaeonSong.cs","72","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/EnchantingEtudeSong.cs","72","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/EnergyCarolSong.cs","71","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/FireCarolSong.cs","79","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/IceCarolSong.cs","69","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/KnightsMinneSong.cs","71","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/MagesBalladSong.cs","72","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/MagicFinaleSong.cs","67","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(4))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/PoisonCarolSong.cs","71","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/SheepfoeMamboSong.cs","69","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bard","Data/Scripts/Magic/Bard/Spells/SinewyEtudeSong.cs","70","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Bushido","Data/Scripts/Magic/Bushido/MomentumStrike.cs","39","DirectForeachRangeScan","No","foreach (Mobile m in attacker.GetMobilesInRange(weapon.MaxRange))"
"Magic:Death Knight","Data/Scripts/Magic/Death Knight/Spells/WrathSpell.cs","66","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Druidism","Data/Scripts/Magic/Druidism/Effects/TreefellowSpell.cs","215","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Druidism","Data/Scripts/Magic/Druidism/Effects/VolcanicEruption.cs","59","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = Caster.Map.GetMobilesInRange("
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendAir.cs","90","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendEarth.cs","89","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendFire.cs","91","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalFiendWater.cs","89","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritAir.cs","82","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritEarth.cs","80","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritFire.cs","83","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Mobiles/ElementalSpiritWater.cs","81","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Sphere 4/Elemental_Field.cs","347","DirectForeachRangeScan","No","foreach (Mobile m in m_Item.GetMobilesInRange(0))"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Devastation.cs","60","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Fall.cs","59","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Sphere 7/Elemental_Gate.cs","49","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(loc, 0);"
"Magic:Elementalism","Data/Scripts/Magic/Elementalism/Sphere 8/Elemental_Apocalypse.cs","43","RangeScan","No","Mobile m in Caster.GetMobilesInRange("
"Magic:Enchantments","Data/Scripts/Magic/Enchantments/Spells/WrathMagic..cs","65","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Jedi","Data/Scripts/Magic/Jedi/Spells/MindsEye.cs","69","ExplicitIPooledEnumerable","Yes","IPooledEnumerable TitemsInRange = Caster.Map.GetItemsInRange("
"Magic:Jedi","Data/Scripts/Magic/Jedi/Spells/MindsEye.cs","315","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange("
"Magic:Jester","Data/Scripts/Magic/Jester/BagOfTricks.cs","896","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(20))"
"Magic:Jester","Data/Scripts/Magic/Jester/SummonedPrank.cs","150","DirectForeachRangeScan","No","foreach (Mobile m in from.GetMobilesInRange(from.RawDex))"
"Magic:Jester","Data/Scripts/Magic/Jester/Spells/FlowerPower.cs","82","DirectForeachRangeScan","No","foreach (Item splash in m.GetItemsInRange(10))"
"Magic:Jester","Data/Scripts/Magic/Jester/Spells/Hilarity.cs","75","DirectForeachRangeScan","No","foreach (Mobile v in Caster.GetMobilesInRange(TotalRange))"
"Magic:Jester","Data/Scripts/Magic/Jester/Spells/SeltzerBottle.cs","82","DirectForeachRangeScan","No","foreach (Item splash in m.GetItemsInRange(10))"
"Magic:Knight","Data/Scripts/Magic/Knight/DispelEvil.cs","60","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(8))"
"Magic:Knight","Data/Scripts/Magic/Knight/HolyLight.cs","53","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Knight","Data/Scripts/Magic/Knight/NobleSacrifice.cs","59","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3)) // TODO: Validate range"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 2nd/MagicTrap.cs","139","DirectForeachRangeScan","No","foreach (Item m in Caster.GetItemsInRange(10))"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 3rd/Teleport.cs","128","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = m.GetItemsInRange(0);"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 4th/ArchCure.cs","64","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 2);"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 4th/ArchProtection.cs","54","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange("
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 4th/FireField.cs","315","DirectForeachRangeScan","No","foreach (Mobile m in m_Item.GetMobilesInRange(0))"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 5th/PoisonField.cs","306","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInBounds("
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 6th/MassCurse.cs","55","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 2);"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 6th/Reveal.cs","49","ExplicitIPooledEnumerable","Yes","IPooledEnumerable TitemsInRange = Caster.Map.GetItemsInRange("
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 6th/Reveal.cs","295","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange("
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 7th/ChainLightning.cs","64","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 7th/GateTravel.cs","57","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(loc, 0);"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 7th/MassDispel.cs","55","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 8);"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 7th/MeteorSwarm.cs","63","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Magery","Data/Scripts/Magic/Magery/Magery 8th/Earthquake.cs","47","RangeScan","No","Mobile m in Caster.GetMobilesInRange("
"Magic:Misc","Data/Scripts/Magic/Misc/SummonDragonSpell.cs","192","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Misc","Data/Scripts/Magic/Misc/SummonSnakesSpell.cs","190","DirectForeachRangeScan","No","foreach (Mobile m in GetMobilesInRange(5))"
"Magic:Necromancy","Data/Scripts/Magic/Necromancy/PoisonStrike.cs","120","DirectForeachRangeScan","No","foreach (Mobile targ in m.GetMobilesInRange(2))"
"Magic:Necromancy","Data/Scripts/Magic/Necromancy/Wither.cs","57","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(Core.ML ? 4 : 5))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Conjuration/ResearchExtinguish.cs","77","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Death/ResearchDeathSpeak.cs","64","DirectForeachRangeScan","No","foreach (Item item in Caster.GetItemsInRange(3))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Death/ResearchOpenGround.cs","71","DirectForeachRangeScan","No","foreach (Item m in Caster.GetItemsInRange(10))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Enchanting/ResearchMassMight.cs","58","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(10))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Enchanting/ResearchMassSleep.cs","82","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 8);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Sorcery/ResearchConflagration.cs","353","DirectForeachRangeScan","No","foreach (Mobile m in m_Item.GetMobilesInRange(0))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Sorcery/ResearchCreateFire.cs","53","DirectForeachRangeScan","No","foreach (Item m in Caster.GetItemsInRange(10))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Sorcery/ResearchEndureCold.cs","58","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Sorcery/ResearchEndureHeat.cs","58","DirectForeachRangeScan","No","foreach (Mobile m in Caster.GetMobilesInRange(3))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Sorcery/ResearchExplosion.cs","77","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Sorcery/ResearchIgnite.cs","77","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Sorcery/ResearchRingofFire.cs","52","DirectForeachRangeScan","No","foreach (Item m in Caster.GetItemsInRange(10))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Thaumaturgy/ResearchCallDestruction.cs","87","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 8);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Thaumaturgy/ResearchConfusionBlast.cs","81","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Thaumaturgy/ResearchDevastation.cs","84","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 20);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Thaumaturgy/ResearchMeteorShower.cs","78","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Wizardry/ResearchAvalanche.cs","79","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Wizardry/ResearchFrostField.cs","321","DirectForeachRangeScan","No","foreach (Mobile m in m_Item.GetMobilesInRange(0))"
"Magic:Research","Data/Scripts/Magic/Research/Spells/Wizardry/ResearchMassDeath.cs","86","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 10);"
"Magic:Shinobi","Data/Scripts/Magic/Shinobi/Spells/EagleEye.cs","67","ExplicitIPooledEnumerable","Yes","IPooledEnumerable TitemsInRange = Caster.Map.GetItemsInRange("
"Magic:Shinobi","Data/Scripts/Magic/Shinobi/Spells/EagleEye.cs","318","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange("
"Magic:Syth","Data/Scripts/Magic/Syth/Spells/SythLightning.cs","71","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(new Point3D(p), 5);"
"Magic:Witch","Data/Scripts/Magic/Witch/Effects/GraveyardGateway.cs","55","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange(loc, 0);"
"Mobiles:Animals","Data/Scripts/Mobiles/Animals/Misc/Infected.cs","63","DirectForeachRangeScan","No","foreach (Item splash in this.GetItemsInRange(10))"
"Mobiles:Animals","Data/Scripts/Mobiles/Animals/Rodents/Stirge.cs","79","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(2))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseCreature.cs","2125","DirectForeachRangeScan","No","foreach (Mobile m in target.GetMobilesInRange(BreathDistance))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseCreature.cs","8153","DirectForeachRangeScan","No","foreach (Mobile m in this.GetMobilesInRange(iRange))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseCreature.cs","11477","DirectForeachRangeScan","No","foreach (Item i in GetItemsInRange(20))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseCreature.cs","11861","DirectForeachRangeScan","No","foreach (Item item in this.GetItemsInRange(2))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseCreature.cs","12009","DirectForeachRangeScan","No","foreach (Mobile m in master.GetMobilesInRange(10))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseVendor.cs","603","DirectForeachRangeScan","No","foreach (Item act in this.GetItemsInRange(range))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/BaseVendor.cs","657","DirectForeachRangeScan","No","foreach (Mobile player in GetMobilesInRange(6))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","1402","DirectForeachRangeScan","Yes","foreach (Mobile m in from.GetMobilesInRange(10))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","4810","DirectForeachRangeScan","Yes","foreach (Mobile myPet in from.GetMobilesInRange(30))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","5969","DirectForeachRangeScan","Yes","foreach (Mobile foe in from.GetMobilesInRange(1))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","11235","DirectForeachRangeScan","Yes","foreach (Mobile friend in m_Mobile.GetMobilesInRange(m_Mobile.RangePerception))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","11362","DirectForeachRangeScan","Yes","foreach (Mobile aggr in m_Mobile.GetMobilesInRange(m_Mobile.RangePerception))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","12240","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetItemsInRange("
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","12522","DirectForeachRangeScan","Yes","foreach (Mobile friend in m.GetMobilesInRange(12))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","12750","ExplicitIPooledEnumerable","Yes","// IPooledEnumerable eable = map.GetMobilesInRange(m_Mobile.Location, iRange);"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","12756","ExplicitIPooledEnumerable","Yes","IPooledEnumerable eable = map.GetMobilesInRange(m_Mobile.Location, iRange);"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","12956","DirectForeachRangeScan","Yes","foreach (Mobile trg in m_Mobile.GetMobilesInRange(m_Mobile.RangePerception))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","13300","DirectForeachRangeScan","Yes","foreach (Mobile m in m_Mobile.GetMobilesInRange(m_Mobile.RangePerception))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/Behavior.cs","14490","DirectForeachRangeScan","Yes","foreach (Mobile m in m_Mobile.GetMobilesInRange(Core.ML ? 10 : 12))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerMobile.cs","677","ExplicitIPooledEnumerable","Yes","IPooledEnumerable mobiles = Map.GetMobilesInRange(location, 0);"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerMobile.cs","3509","DirectForeachRangeScan","Yes","foreach (NetState ns in from.GetClientsInRange(8))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerMobile.cs","5829","DirectForeachRangeScan","Yes","foreach (Mobile m in this.GetMobilesInRange(18))"
"Mobiles:Base","Data/Scripts/Mobiles/Base/PlayerVendor.cs","1344","ExplicitIPooledEnumerable","Yes","IPooledEnumerable mobiles = e.Mobile.GetMobilesInRange(2);"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanAlchemist.cs","31","DirectForeachRangeScan","No","foreach (Item pot in this.GetItemsInRange(2))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanBard.cs","36","DirectForeachRangeScan","No","foreach (Item instrument in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanButcher.cs","31","DirectForeachRangeScan","No","foreach (Item carcass in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanCook.cs","31","DirectForeachRangeScan","No","foreach (Item fire in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanLeather.cs","31","DirectForeachRangeScan","No","foreach (Item skin in this.GetItemsInRange(1))"
"Mobiles:Civilized","Data/Scripts/Mobiles/Civilized/Citizens/TradesmanLogger.cs","31","DirectForeachRangeScan","No","foreach (Item tree in this.GetItemsInRange(1))"
