"Path","Root","PrimaryRole","SecondaryRoles","System","Namespace","Types","IncludedInScriptsProject","ProjectTruthAction","Commands","Hooks","SerializedTypes","Gumps","ConfigData","Evidence"
"Data/Scripts/Mobiles/Civilized/Vendors/Scribe.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Scribe;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","True","Keep","","","class:Scribe;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Shepherd.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Shepherd;class:StableEntry;class:SpeechGumpEntry;class:RidingGumpEntry;class:ClaimingGumpEntry;class:ClaimListGump;class:ClaimAllEntry;class:StableTarget","True","Keep","","OnMovement;OnSpeech","class:Shepherd;class:StableEntry;class:SpeechGumpEntry;class:RidingGumpEntry;class:ClaimingGumpEntry;class:ClaimListGump;class:ClaimAllEntry;class:StableTarget","OnResponse;SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Shipwright.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Shipwright;class:SpeechGumpEntry","True","Keep","","","class:Shipwright;class:SpeechGumpEntry","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/StoneCrafter.cs","Mobiles","GumpUI","Persistence;Crafting;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:StoneCrafter;class:SpeechGumpEntry","True","Keep","","","class:StoneCrafter;class:SpeechGumpEntry","SendGump","","crafting/trades path marker; economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Tailor.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Tailor;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","True","Keep","","","class:Tailor;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Tanner.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Tanner;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","True","Keep","","","class:Tanner;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/TavernKeeper.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:TavernKeeper;class:SpeechGumpEntry","True","Keep","","","class:TavernKeeper;class:SpeechGumpEntry","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Thief.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Thief;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","True","Keep","","","class:Thief;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Tinker.cs","Mobiles","Persistence","Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Tinker;class:FixEntry;class:RepairTarget","True","Keep","","","class:Tinker;class:FixEntry;class:RepairTarget","","","economy/government path marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Undertaker.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Undertaker;class:SpeechGumpEntry","True","Keep","","","class:Undertaker;class:SpeechGumpEntry","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Vagabond.cs","Mobiles","Persistence","Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Vagabond","True","Keep","","","class:Vagabond","","","economy/government path marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/VarietyDealer.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:VarietyDealer;class:SpeechGumpEntry","True","Keep","","","class:VarietyDealer;class:SpeechGumpEntry","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Veterinarian.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Veterinarian;class:SpeechGumpEntry;class:RidingGumpEntry;class:RidingGump","True","Keep","","","class:Veterinarian;class:SpeechGumpEntry;class:RidingGumpEntry;class:RidingGump","OnResponse;SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Waiter.cs","Mobiles","Persistence","Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Waiter","True","Keep","","","class:Waiter","","","economy/government path marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Weaponsmith.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Weaponsmith;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","True","Keep","","","class:Weaponsmith;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Weaver.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Weaver;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","True","Keep","","","class:Weaver;class:SpeechGumpEntry;class:FixEntry;class:RepairTarget","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Civilized/Vendors/Witches.cs","Mobiles","GumpUI","Persistence;Economy;MobileContent","Mobiles:Civilized","Server.Mobiles","class:Witches;class:SpeechGumpEntry","True","Keep","","","class:Witches;class:SpeechGumpEntry","SendGump","","economy/government path marker; gump marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/WaxSculpture.cs","Mobiles","Persistence","MobileContent","Mobiles:Constructs","Server.Mobiles","class:WaxSculpture","True","Keep","","","class:WaxSculpture","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Alien/BattleDroid.cs","Mobiles","Persistence","MobileContent","Mobiles:Constructs","Server.Mobiles","class:BattleDroid","True","Keep","","","class:BattleDroid","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Alien/CombatDroid.cs","Mobiles","Persistence","CombatPolicy;MobileContent","Mobiles:Constructs","Server.Mobiles","class:CombatDroid","True","Keep","","","class:CombatDroid","","","combat/magic policy path marker; Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Alien/ExcavationDroid.cs","Mobiles","Persistence","MobileContent","Mobiles:Constructs","Server.Mobiles","class:ExcavationDroid","True","Keep","","","class:ExcavationDroid","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Alien/MaintenanceDroid.cs","Mobiles","Persistence","MobileContent","Mobiles:Constructs","Server.Mobiles","class:MaintenanceDroid","True","Keep","","","class:MaintenanceDroid","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Alien/Mutant.cs","Mobiles","Persistence","MobileContent","Mobiles:Constructs","Server.Mobiles","class:Mutant","True","Keep","","","class:Mutant","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Alien/SecurityDroid.cs","Mobiles","Persistence","MobileContent","Mobiles:Constructs","Server.Mobiles","class:SecurityDroid","True","Keep","","","class:SecurityDroid","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Alien/ServiceDroid.cs","Mobiles","Persistence","MobileContent","Mobiles:Constructs","Server.Mobiles","class:ServiceDroid","True","Keep","","","class:ServiceDroid","","","Mobiles root; serialization marker"
"Data/Scripts/Mobiles/Constructs/Golems/AncientFleshGolem.cs","Mobiles","StartupWiring","Persistence;MobileContent","Mobiles:Constructs","Server.Mobiles","class:AncientFleshGolem","True","Keep","","Timer.DelayCall","class:AncientFleshGolem","","","Mobiles root; serialization marker; startup/event/timer/world marker"
"Data/Scripts/Mobiles/Constructs/Golems/BoneGolem.cs","Mobiles","StartupWiring","Persistence;MobileContent","Mobiles:Constructs","Server.Mobiles","class:BoneGolem","True","Keep","","Timer.DelayCall","class:BoneGolem","","","Mobiles root; serialization marker; startup/event/timer/world marker"
