"RecordType","Path","IncludePath","ExistsOnDisk","IncludedInScriptsProject","MissingCompileTarget","UnincludedSource","GeneratedOrOutput","DriftClass","LikelySystem","RuntimeMarkers","Types","Action"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/GhostOfLadyEverdear.cs","Custom\Mobiles\Undead\GhostOfLadyEverdear.cs","True","True","False","False","False","","Custom:Mobiles","","class:GhostOfLadyEverdear","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/Honorguard.cs","Custom\Mobiles\Undead\Honorguard.cs","True","True","False","False","False","","Custom:Mobiles","","class:Honorguard","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/OldKingWolfgang.cs","Custom\Mobiles\Undead\OldKingWolfgang.cs","True","True","False","False","False","","Custom:Mobiles","","class:OldKingWolfgang","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/Rattlebones.cs","Custom\Mobiles\Undead\Rattlebones.cs","True","True","False","False","False","","Custom:Mobiles","","class:Rattlebones","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/RedDeath.cs","Custom\Mobiles\Undead\RedDeath.cs","True","True","False","False","False","","Custom:Mobiles","","class:RedDeath","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/RoyalSwordmaster.cs","Custom\Mobiles\Undead\RoyalSwordmaster.cs","True","True","False","False","False","","Custom:Mobiles","","class:RoyalSwordmaster","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/RuneKnight.cs","Custom\Mobiles\Undead\RuneKnight.cs","True","True","False","False","False","","Custom:Mobiles","","class:RuneKnight","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/Servant.cs","Custom\Mobiles\Undead\Servant.cs","True","True","False","False","False","","Custom:Mobiles","","class:Servant","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/TheGroundskeeper.cs","Custom\Mobiles\Undead\TheGroundskeeper.cs","True","True","False","False","False","","Custom:Mobiles","","class:TheGroundskeeper","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/TheMadDuke.cs","Custom\Mobiles\Undead\TheMadDuke.cs","True","True","False","False","False","","Custom:Mobiles","","class:TheMadDuke","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/TheNecromancer.cs","Custom\Mobiles\Undead\TheNecromancer.cs","True","True","False","False","False","","Custom:Mobiles","","class:TheNecromancer","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/TombWatcher.cs","Custom\Mobiles\Undead\TombWatcher.cs","True","True","False","False","False","","Custom:Mobiles","","class:TombWatcher","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/VampireIllusion.cs","Custom\Mobiles\Undead\VampireIllusion.cs","True","True","False","False","False","","Custom:Mobiles","","class:VampireIllusion","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/VoidWraith.cs","Custom\Mobiles\Undead\VoidWraith.cs","True","True","False","False","False","","Custom:Mobiles","","class:VoidWraith","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/WalkingEffigy.cs","Custom\Mobiles\Undead\WalkingEffigy.cs","True","True","False","False","False","","Custom:Mobiles","","class:WalkingEffigy","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Undead/WolfgangsDragon.cs","Custom\Mobiles\Undead\WolfgangsDragon.cs","True","True","False","False","False","","Custom:Mobiles","","class:WolfgangsDragon","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Vendors/Gort.cs","Custom\Mobiles\Vendors\Gort.cs","True","True","False","False","False","","Custom:Mobiles","","class:Gort","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Vendors/Siddo.cs","Custom\Mobiles\Vendors\Siddo.cs","True","True","False","False","False","","Custom:Mobiles","","class:Siddo","Keep"
"ProjectInclude","Data/Scripts/Custom/Mobiles/Vendors/SirGideon.cs","Custom\Mobiles\Vendors\SirGideon.cs","True","True","False","False","False","","Custom:Mobiles","","class:SirGideon","Keep"
"ProjectInclude","Data/Scripts/Custom/MonsterNest/MonsterNest.cs","Custom\MonsterNest\MonsterNest.cs","True","True","False","False","False","","Custom:MonsterNest","CustomTimerSubclass","class:MonsterNest;class:RegenTimer;class:InternalTimer","Keep"
"ProjectInclude","Data/Scripts/Custom/MonsterNest/MonsterNestEntity.cs","Custom\MonsterNest\MonsterNestEntity.cs","True","True","False","False","False","","Custom:MonsterNest","","class:MonsterNestEntity","Keep"
"ProjectInclude","Data/Scripts/Custom/MonsterNest/MonsterNestLoot.cs","Custom\MonsterNest\MonsterNestLoot.cs","True","True","False","False","False","","Custom:MonsterNest","CustomTimerSubclass","class:MonsterNestLoot;class:RegenTimer;class:SpawnTimer","Keep"
"ProjectInclude","Data/Scripts/Custom/MonsterNest/Types/LizardmanNest.cs","Custom\MonsterNest\Types\LizardmanNest.cs","True","True","False","False","False","","Custom:MonsterNest","","class:LizardmanNest","Keep"
"ProjectInclude","Data/Scripts/Custom/MonsterNest/Types/RatmanNest.cs","Custom\MonsterNest\Types\RatmanNest.cs","True","True","False","False","False","","Custom:MonsterNest","","class:RatmanNest","Keep"
"ProjectInclude","Data/Scripts/Custom/MonsterNest/Types/UndeadNest.cs","Custom\MonsterNest\Types\UndeadNest.cs","True","True","False","False","False","","Custom:MonsterNest","","class:UndeadNest","Keep"
"ProjectInclude","Data/Scripts/Custom/NPC Control/CloneCommands.cs","Custom\NPC Control\CloneCommands.cs","True","True","False","False","False","","Custom:NPC Control","CommandSystem.Register;Initialize","class:CloneCommands;class:CloneTarget;class:ControlTarget;class:CloneItem;class:ControlItem","Keep"
"ProjectInclude","Data/Scripts/Custom/NPC Control/StaffCommands/CloneMe.cs","Custom\NPC Control\StaffCommands\CloneMe.cs","True","True","False","False","False","","Custom:NPC Control","CommandSystem.Register;Initialize","class:CloneMeCommand","Keep"
"ProjectInclude","Data/Scripts/Custom/NPC Control/StaffCommands/GmMe.cs","Custom\NPC Control\StaffCommands\GmMe.cs","True","True","False","False","False","","Custom:NPC Control","CommandSystem.Register;Initialize","class:GmMeCommand","Keep"
"ProjectInclude","Data/Scripts/Custom/NPC Control/StaffCommands/HearAll.cs","Custom\NPC Control\StaffCommands\HearAll.cs","True","True","False","False","False","","Custom:NPC Control","CommandSystem.Register;EventSink;Initialize","class:HearAllCommand","Keep"
"ProjectInclude","Data/Scripts/Custom/NPC Control/StaffCommands/Refresh.cs","Custom\NPC Control\StaffCommands\Refresh.cs","True","True","False","False","False","","Custom:NPC Control","CommandSystem.Register;Initialize","class:RefreshCommand;class:FreshTarget","Keep"
"ProjectInclude","Data/Scripts/Custom/NPC Control/StaffCommands/SayThis.cs","Custom\NPC Control\StaffCommands\SayThis.cs","True","True","False","False","False","","Custom:NPC Control","CommandSystem.Register;Initialize","class:SayThisCommand;class:SayThisTarget","Keep"
"ProjectInclude","Data/Scripts/Custom/Offline Skill Training/Items/AdvancedStudyBooks.cs","Custom\Offline Skill Training\Items\AdvancedStudyBooks.cs","True","True","False","False","False","","Custom:Offline Skill Training","","class:AdvancedAlchemyStudyBook;class:AdvancedAnatomyStudyBook;class:AdvancedDruidismStudyBook;class:AdvancedMercantileStudyBook;class:AdvancedArmsLoreStudyBook;class:AdvancedParryStudyBook;class:AdvancedBeggingStudyBook;class:AdvancedBlacksmithStudyBook;class:AdvancedBowcraftStudyBook;class:AdvancedPeacemakingStudyBook;class:AdvancedCampingStudyBook;class:AdvancedCarpentryStudyBook;class:AdvancedCartographyStudyBook;class:AdvancedCookingStudyBook;class:AdvancedSearchingStudyBook;class:AdvancedDiscordanceStudyBook;class:AdvancedPsychologyStudyBook;class:AdvancedHealingStudyBook;class:AdvancedSeafaringStudyBook;class:AdvancedForensicsStudyBook;class:AdvancedHerdingStudyBook;class:AdvancedHidingStudyBook;class:AdvancedProvocationStudyBook;class:AdvancedInscribeStudyBook;class:AdvancedLockpickingStudyBook;class:AdvancedMageryStudyBook;class:AdvancedMagicResistStudyBook;class:AdvancedTacticsStudyBook;class:AdvancedSnoopingStudyBook;class:AdvancedMusicianshipStudyBook;class:AdvancedPoisoningStudyBook;class:AdvancedMarksmanshipStudyBook;class:AdvancedSpiritualismStudyBook;class:AdvancedStealingStudyBook;class:AdvancedTailoringStudyBook;class:AdvancedTamingStudyBook;class:AdvancedTastingStudyBook;class:AdvancedTinkeringStudyBook;class:AdvancedTrackingStudyBook;class:AdvancedVeterinaryStudyBook;class:AdvancedSwordsStudyBook;class:AdvancedBludgeoningStudyBook;class:AdvancedFencingStudyBook;class:AdvancedFistFightingStudyBook;class:AdvancedLumberjackingStudyBook;class:AdvancedMiningStudyBook;class:AdvancedMeditationStudyBook;class:AdvancedStealthStudyBook;class:AdvancedRemoveTrapStudyBook;class:AdvancedNecromancyStudyBook;class:AdvancedFocusStudyBook;class:AdvancedKnightshipStudyBook;class:AdvancedBushidoStudyBook;class:AdvancedNinjitsuStudyBook;class:AdvancedElementalismStudyBook","Keep"
"ProjectInclude","Data/Scripts/Custom/Offline Skill Training/Items/LegendaryStudyBooks.cs","Custom\Offline Skill Training\Items\LegendaryStudyBooks.cs","True","True","False","False","False","","Custom:Offline Skill Training","","class:LegendaryAlchemyStudyBook;class:LegendaryAnatomyStudyBook;class:LegendaryDruidismStudyBook;class:LegendaryMercantileStudyBook;class:LegendaryArmsLoreStudyBook;class:LegendaryParryStudyBook;class:LegendaryBeggingStudyBook;class:LegendaryBlacksmithStudyBook;class:LegendaryBowcraftStudyBook;class:LegendaryPeacemakingStudyBook;class:LegendaryCampingStudyBook;class:LegendaryCarpentryStudyBook;class:LegendaryCartographyStudyBook;class:LegendaryCookingStudyBook;class:LegendarySearchingStudyBook;class:LegendaryDiscordanceStudyBook;class:LegendaryPsychologyStudyBook;class:LegendaryHealingStudyBook;class:LegendarySeafaringStudyBook;class:LegendaryForensicsStudyBook;class:LegendaryHerdingStudyBook;class:LegendaryHidingStudyBook;class:LegendaryProvocationStudyBook;class:LegendaryInscribeStudyBook;class:LegendaryLockpickingStudyBook;class:LegendaryMageryStudyBook;class:LegendaryMagicResistStudyBook;class:LegendaryTacticsStudyBook;class:LegendarySnoopingStudyBook;class:LegendaryMusicianshipStudyBook;class:LegendaryPoisoningStudyBook;class:LegendaryMarksmanshipStudyBook;class:LegendarySpiritualismStudyBook;class:LegendaryStealingStudyBook;class:LegendaryTailoringStudyBook;class:LegendaryTamingStudyBook;class:LegendaryTastingStudyBook;class:LegendaryTinkeringStudyBook;class:LegendaryTrackingStudyBook;class:LegendaryVeterinaryStudyBook;class:LegendarySwordsStudyBook;class:LegendaryBludgeoningStudyBook;class:LegendaryFencingStudyBook;class:LegendaryFistFightingStudyBook;class:LegendaryLumberjackingStudyBook;class:LegendaryMiningStudyBook;class:LegendaryMeditationStudyBook;class:LegendaryStealthStudyBook;class:LegendaryRemoveTrapStudyBook;class:LegendaryNecromancyStudyBook;class:LegendaryFocusStudyBook;class:LegendaryKnightshipStudyBook;class:LegendaryBushidoStudyBook;class:LegendaryNinjitsuStudyBook;class:LegendaryElementalismStudyBook","Keep"
"ProjectInclude","Data/Scripts/Custom/Offline Skill Training/Items/RandomStudyBooks.cs","Custom\Offline Skill Training\Items\RandomStudyBooks.cs","True","True","False","False","False","","Custom:Offline Skill Training","","class:AdvancedRandomStudyBook;class:LegendaryRandomStudyBook;class:StandardRandomStudyBook","Keep"
"ProjectInclude","Data/Scripts/Custom/Offline Skill Training/Items/StandardStudyBooks.cs","Custom\Offline Skill Training\Items\StandardStudyBooks.cs","True","True","False","False","False","","Custom:Offline Skill Training","","class:StandardAlchemyStudyBook;class:StandardAnatomyStudyBook;class:StandardDruidismStudyBook;class:StandardMercantileStudyBook;class:StandardArmsLoreStudyBook;class:StandardParryStudyBook;class:StandardBeggingStudyBook;class:StandardBlacksmithStudyBook;class:StandardBowcraftStudyBook;class:StandardPeacemakingStudyBook;class:StandardCampingStudyBook;class:StandardCarpentryStudyBook;class:StandardCartographyStudyBook;class:StandardCookingStudyBook;class:StandardSearchingStudyBook;class:StandardDiscordanceStudyBook;class:StandardPsychologyStudyBook;class:StandardHealingStudyBook;class:StandardSeafaringStudyBook;class:StandardForensicsStudyBook;class:StandardHerdingStudyBook;class:StandardHidingStudyBook;class:StandardProvocationStudyBook;class:StandardInscribeStudyBook;class:StandardLockpickingStudyBook;class:StandardMageryStudyBook;class:StandardMagicResistStudyBook;class:StandardTacticsStudyBook;class:StandardSnoopingStudyBook;class:StandardMusicianshipStudyBook;class:StandardPoisoningStudyBook;class:StandardMarksmanshipStudyBook;class:StandardSpiritualismStudyBook;class:StandardStealingStudyBook;class:StandardTailoringStudyBook;class:StandardTamingStudyBook;class:StandardTastingStudyBook;class:StandardTinkeringStudyBook;class:StandardTrackingStudyBook;class:StandardVeterinaryStudyBook;class:StandardSwordsStudyBook;class:StandardBludgeoningStudyBook;class:StandardFencingStudyBook;class:StandardFistFightingStudyBook;class:StandardLumberjackingStudyBook;class:StandardMiningStudyBook;class:StandardMeditationStudyBook;class:StandardStealthStudyBook;class:StandardRemoveTrapStudyBook;class:StandardNecromancyStudyBook;class:StandardFocusStudyBook;class:StandardKnightshipStudyBook;class:StandardBushidoStudyBook;class:StandardNinjitsuStudyBook;class:StandardElementalismStudyBook","Keep"
"ProjectInclude","Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs","Custom\Offline Skill Training\Items\StudyBook.cs","True","True","False","False","False","","Custom:Offline Skill Training","EventSink;Initialize;OnLogin;OnLogout;Timer.DelayCall","class:StudyBook","Keep"
"ProjectInclude","Data/Scripts/Custom/Offline Skill Training/Vendors/SBStudyBookbinder.cs","Custom\Offline Skill Training\Vendors\SBStudyBookbinder.cs","True","True","False","False","False","","Custom:Offline Skill Training","","class:SBStudyBookbinder;class:InternalBuyInfo;class:InternalSellInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/Offline Skill Training/Vendors/StudyBookbinder.cs","Custom\Offline Skill Training\Vendors\StudyBookbinder.cs","True","True","False","False","False","","Custom:Offline Skill Training","","class:StudyBookbinder","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/AITester.cs","Custom\OmniAI\AITester.cs","True","True","False","False","False","","Custom:OmniAI","","class:AITester","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/OmniAI Bushido.cs","Custom\OmniAI\OmniAI Bushido.cs","True","True","False","False","False","","Custom:OmniAI","","class:OmniAI","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/OmniAI Core.cs","Custom\OmniAI\OmniAI Core.cs","True","True","False","False","False","","Custom:OmniAI","","class:OmniAI","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/OmniAI Knightship.cs","Custom\OmniAI\OmniAI Knightship.cs","True","True","False","False","False","","Custom:OmniAI","","class:OmniAI","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/OmniAI Magery.cs","Custom\OmniAI\OmniAI Magery.cs","True","True","False","False","False","","Custom:OmniAI","","class:OmniAI","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/OmniAI Necromancy.cs","Custom\OmniAI\OmniAI Necromancy.cs","True","True","False","False","False","","Custom:OmniAI","","class:OmniAI","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/OmniAI Ninjitsu.cs","Custom\OmniAI\OmniAI Ninjitsu.cs","True","True","False","False","False","","Custom:OmniAI","Timer.DelayCall","class:OmniAI","Keep"
"ProjectInclude","Data/Scripts/Custom/OmniAI/OmniAI Shared.cs","Custom\OmniAI\OmniAI Shared.cs","True","True","False","False","False","","Custom:OmniAI","EventSink","class:OmniAI","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/MetalDoors.cs","Custom\OrbRemoteServer\MetalDoors.cs","True","True","False","False","False","","Custom:OrbRemoteServer","","class:NorthWestDoor;class:NorthEastDoor;class:SouthWestDoor;class:SouthEastDoor;class:WestNorthDoor;class:WestSouthDoor;class:EastNorthDoor;class:EastSouthDoor;class:Door","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/OrbServer.cs","Custom\OrbRemoteServer\OrbServer.cs","True","True","False","False","False","","Custom:OrbRemoteServer","CustomTimerSubclass;Initialize;OnLogin","class:OrbServer;class:OrbRegistryEntry;class:RequestSyncTimer;class:CommandSyncTimer;class:OrbClientState","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/SEDoors.cs","Custom\OrbRemoteServer\SEDoors.cs","True","True","False","False","False","","Custom:OrbRemoteServer","","class:SWPaperSEDoor;class:SEPaperSEDoor;class:ESPaperSEDoor;class:ENPaperSEDoor;class:SWClothSEDoor;class:SEClothSEDoor;class:ESClothSEDoor;class:ENClothSEDoor;class:SWWoodenSEDoor;class:SEWoodenSEDoor;class:ESWoodenSEDoor;class:ENWoodenSEDoor","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BaseOrbToolRequest.cs","Custom\OrbRemoteServer\UOArchitect\BaseOrbToolRequest.cs","True","True","False","False","False","","Custom:OrbRemoteServer","","class:BaseOrbToolRequest","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BoundingBoxEx.cs","Custom\OrbRemoteServer\UOArchitect\BoundingBoxEx.cs","True","True","False","False","False","","Custom:OrbRemoteServer","","class:BoundingBoxPickerEx;class:PickTarget","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignRequest.cs","Custom\OrbRemoteServer\UOArchitect\BuildDesignRequest.cs","True","True","False","False","False","","Custom:OrbRemoteServer","Initialize","class:BuildDesignRequest","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/BuildDesignTarget.cs","Custom\OrbRemoteServer\UOArchitect\BuildDesignTarget.cs","True","True","False","False","False","","Custom:OrbRemoteServer","","class:BuildDesignTarget","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ClientCommands.cs","Custom\OrbRemoteServer\UOArchitect\ClientCommands.cs","True","True","False","False","False","","Custom:OrbRemoteServer","CommandSystem.Register;Initialize","class:ClientCommands;class:MultiDeleteCommand","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/DeleteItemsCommand.cs","Custom\OrbRemoteServer\UOArchitect\DeleteItemsCommand.cs","True","True","False","False","False","","Custom:OrbRemoteServer","Initialize","class:DeleteItems","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/ExtractItemsRequest.cs","Custom\OrbRemoteServer\UOArchitect\ExtractItemsRequest.cs","True","True","False","False","False","","Custom:OrbRemoteServer","Initialize","class:ExtractItemsRequest","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/GetLocationRequest.cs","Custom\OrbRemoteServer\UOArchitect\GetLocationRequest.cs","True","True","False","False","False","","Custom:OrbRemoteServer","Initialize","class:GetLocationRequest","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/MobileSaver.cs","Custom\OrbRemoteServer\UOArchitect\MobileSaver.cs","True","True","False","False","False","","Custom:OrbRemoteServer","","class:MobileSaver","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/MoveItemsCommand.cs","Custom\OrbRemoteServer\UOArchitect\MoveItemsCommand.cs","True","True","False","False","False","","Custom:OrbRemoteServer","Initialize","class:MoveItemsCommand","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/SelectItemsRequest.cs","Custom\OrbRemoteServer\UOArchitect\SelectItemsRequest.cs","True","True","False","False","False","","Custom:OrbRemoteServer","Initialize","class:SelectItemsRequest","Keep"
"ProjectInclude","Data/Scripts/Custom/OrbRemoteServer/UOArchitect/UOAR_ObjectTarget.cs","Custom\OrbRemoteServer\UOArchitect\UOAR_ObjectTarget.cs","True","True","False","False","False","","Custom:OrbRemoteServer","","class:UOAR_ObjectTarget","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddAnimation.cs","Custom\OzThothStaticGump\Side Gumps\AddAnimation.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddAnimationGump;class:AnimationInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddArch.cs","Custom\OzThothStaticGump\Side Gumps\AddArch.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddArchGump;class:ArchInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCooking.cs","Custom\OzThothStaticGump\Side Gumps\AddCooking.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddCookingStaticGump;class:CookingStaticInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCustom.cs","Custom\OzThothStaticGump\Side Gumps\AddCustom.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddCustomStaticGump;class:CustomSTInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDeco.cs","Custom\OzThothStaticGump\Side Gumps\AddDeco.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddDecoStaticGump;class:DecoSTInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddDungeon.cs","Custom\OzThothStaticGump\Side Gumps\AddDungeon.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddDungStaticGump;class:DunInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfence.cs","Custom\OzThothStaticGump\Side Gumps\addfence.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddFenceGump;class:FenceInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addfloor.cs","Custom\OzThothStaticGump\Side Gumps\addfloor.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddFloorGump;class:FloorInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddFurniture.cs","Custom\OzThothStaticGump\Side Gumps\AddFurniture.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddFurnitureGump;class:FurnitureInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGear.cs","Custom\OzThothStaticGump\Side Gumps\AddGear.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddGearStaticGump;class:GearInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddGround.cs","Custom\OzThothStaticGump\Side Gumps\AddGround.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddGroundStStaticGump;class:GroundSTInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddLight.cs","Custom\OzThothStaticGump\Side Gumps\AddLight.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddLightsStaticGump;class:LightSTInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddMisc.cs","Custom\OzThothStaticGump\Side Gumps\AddMisc.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddMiscStaticGump;class:MiscSTInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddNature.cs","Custom\OzThothStaticGump\Side Gumps\AddNature.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddNatureStaticGump;class:NatureInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addplants.cs","Custom\OzThothStaticGump\Side Gumps\addplants.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddPlantsGump;class:PlantsInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addrock.cs","Custom\OzThothStaticGump\Side Gumps\addrock.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddRockGump;class:RockInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/addroof.cs","Custom\OzThothStaticGump\Side Gumps\addroof.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddRoofGump;class:RoofInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddSignPost.cs","Custom\OzThothStaticGump\Side Gumps\AddSignPost.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddSignPStaticGump;class:SignPInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddStairGump.cs","Custom\OzThothStaticGump\Side Gumps\AddStairGump.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddStairGump;class:StairInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddWallGump.cs","Custom\OzThothStaticGump\Side Gumps\AddWallGump.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:AddWallGump;class:WallInfo","Keep"
"ProjectInclude","Data/Scripts/Custom/OzThothStaticGump/StaticGump(Alternative).cs","Custom\OzThothStaticGump\StaticGump%28Alternative%29.cs","True","True","False","False","False","","Custom:OzThothStaticGump","CommandSystem.Register;Initialize;OnResponse;SendGump","class:OzThothsStaticOtherGump;class:MinStaticGump2","Keep"
"ProjectInclude","Data/Scripts/Custom/PandorasGiftBox/PandorasGiftBox.cs","Custom\PandorasGiftBox\PandorasGiftBox.cs","True","True","False","False","False","","Custom:PandorasGiftBox","EventSink","class:RandomGiftBox;class:PandorasGiftBox;class:EnableContextMenuEntry","Keep"
"ProjectInclude","Data/Scripts/Custom/Player Range Sensitive Mod/setdeactivation.cs","Custom\Player Range Sensitive Mod\setdeactivation.cs","True","True","False","False","False","","Custom:Player Range Sensitive Mod","CommandSystem.Register;Initialize","class:SetDeactivation","Keep"
"ProjectInclude","Data/Scripts/Custom/Point Command [2.0]/Point.cs","Custom\Point Command [2.0]\Point.cs","True","True","False","False","False","","Custom:Point Command [2.0]","CommandSystem.Register;CustomTimerSubclass;Initialize","class:Point;class:PointTarget;class:PointTimer","Keep"
"ProjectInclude","Data/Scripts/Custom/PvPConsent/GoddessOfProtection.cs","Custom\PvPConsent\GoddessOfProtection.cs","True","True","False","False","False","","Custom:PvPConsent","CustomTimerSubclass;OnMovement;OnSpeech;SendGump","class:GoddessOfProtection;class:SpeechTimer;class:SpamTimer","Keep"
