"Marker","File","Line","LikelySystem","Notes"
"SendGump","Data/Scripts/Custom/Government System/Items/Stones/CityResurrectionStone.cs","150","Custom:Government System","from.SendGump(new CityCorpseFeeGump(this));"
"SendGump","Data/Scripts/Custom/Government System/Items/Stones/CityResurrectionStone.cs","210","Custom:Government System","from.SendGump(new CityResFeeGump(this));"
"SendGump","Data/Scripts/Custom/Government System/Items/Stones/CityStableStone.cs","304","Custom:Government System","from.SendGump(new ClaimListGump(this, from, list));"
"SendGump","Data/Scripts/Custom/Government System/Items/Stones/CityVotingStone.cs","94","Custom:Government System","from.SendGump(new VotingStoneGump(this, from));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CitizenTitleChangePrompt.cs","26","Custom:Government System","m_Mayor.SendGump(new CityManagementGump(m_Stone, m_Mayor));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CitizenTitleChangePrompt.cs","46","Custom:Government System","m_Mayor.SendGump(new CityManagementGump(m_Stone, m_Mayor));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityCorpseFeePrompt.cs","23","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityCorpseFeePrompt.cs","63","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityNamePrompt.cs","24","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityNamePrompt.cs","60","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityResFeePrompt.cs","23","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityResFeePrompt.cs","63","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTaxesIncomePrompt.cs","24","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTaxesIncomePrompt.cs","73","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTaxesPropertyPrompt.cs","23","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTaxesPropertyPrompt.cs","69","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTaxesTravelPrompt.cs","23","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTaxesTravelPrompt.cs","65","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","26","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","31","Custom:Government System","m_From.SendGump(new CityCitizenGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","71","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTreasuryDepoistPrompt.cs","76","Custom:Government System","m_From.SendGump(new CityCitizenGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTreasuryWithdrawPrompt.cs","23","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityTreasuryWithdrawPrompt.cs","92","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityURLPrompt.cs","23","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Prompts/CityURLPrompt.cs","40","Custom:Government System","m_From.SendGump(new CityManagementGump(m_Stone, m_From));"
"SendGump","Data/Scripts/Custom/Government System/Resourcebox/ResourceBox.cs","76","Custom:Government System","from.SendGump(new ResourceBoxGump(from, this, ResourceBoxGump.Pages.Start));"
"SendGump","Data/Scripts/Custom/Government System/Vendor/CityLandLord.cs","137","Custom:Government System","from.SendGump(new CityMarketGump(this));"
"SendGump","Data/Scripts/Custom/Government System/Vendor/CityRentedVendor.cs","254","Custom:Government System","from.SendGump(new CityRenterVendorRentalGump(m_Vendor));"
"SendGump","Data/Scripts/Custom/Government System/Vendor/CityRentedVendor.cs","383","Custom:Government System","from.SendGump(new CityRenterVendorRentalGump(m_Vendor));"
"SendGump","Data/Scripts/Custom/Invasion System/Add Ins/Metal Assemblies/Assembly Analyzer.cs","71","Custom:Invasion System","from.SendGump(new DruidismGump(from, (BaseCreature)creature, 1));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","23","Custom:Invasion System","e.Mobile.SendGump(new CityInvasion(e.Mobile));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","206","Custom:Invasion System","from.SendGump(new StartStopBritfel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","218","Custom:Invasion System","from.SendGump(new StartStopMinocfel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","237","Custom:Invasion System","from.SendGump(new StartStopCovefel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","249","Custom:Invasion System","from.SendGump(new StartStopBuccaneersDenfel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","261","Custom:Invasion System","from.SendGump(new StartStopTrinsicfel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","273","Custom:Invasion System","from.SendGump(new StartStopVesperfel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","285","Custom:Invasion System","from.SendGump(new StartStopSkaraBraefel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","297","Custom:Invasion System","from.SendGump(new StartStopMaginciafel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","309","Custom:Invasion System","from.SendGump(new StartStopYewfel(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","321","Custom:Invasion System","from.SendGump(new StartStopBrittram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","333","Custom:Invasion System","from.SendGump(new StartStopMinoctram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","345","Custom:Invasion System","from.SendGump(new StartStopCovetram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","357","Custom:Invasion System","from.SendGump(new StartStopBuccaneersDentram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","370","Custom:Invasion System","from.SendGump(new StartStopTrinsictram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","382","Custom:Invasion System","from.SendGump(new StartStopVespertram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","394","Custom:Invasion System","from.SendGump(new StartStopSkaraBraetram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","406","Custom:Invasion System","from.SendGump(new StartStopMaginciatram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","418","Custom:Invasion System","from.SendGump(new StartStopYewtram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","431","Custom:Invasion System","from.SendGump(new StartStopNujelmtram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","443","Custom:Invasion System","from.SendGump(new StartStopNujelmtram(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","455","Custom:Invasion System","from.SendGump(new StartStopMistasilsh(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","467","Custom:Invasion System","from.SendGump(new StartStopMontorilsh(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","479","Custom:Invasion System","from.SendGump(new StartStopRegVolonilsh(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","491","Custom:Invasion System","from.SendGump(new StartStopSavageCampilsh(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","503","Custom:Invasion System","from.SendGump(new StartStopGargoyleCityilsh(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","515","Custom:Invasion System","from.SendGump(new StartStopLakeShireMiregilsh(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","527","Custom:Invasion System","from.SendGump(new StartStopAncientCitadelilsh(from));"
"SendGump","Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs","539","Custom:Invasion System","from.SendGump(new StartStopTerortSkitasilsh(from));"
