"Marker","File","Line","LikelySystem","Notes"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","858","ServerCore","EventSink.InvokeOpenSpellbookRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","873","ServerCore","EventSink.InvokeCastSpellRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","882","ServerCore","EventSink.InvokeOpenDoorMacroUsed(new OpenDoorMacroEventArgs(m));"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","890","ServerCore","EventSink.InvokeCastSpellRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","900","ServerCore","EventSink.InvokeVirtueMacroRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1021","ServerCore","EventSink.InvokeProfileRequest(new ProfileRequestEventArgs(beholder, beheld));"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1035","ServerCore","EventSink.InvokeChangeProfileRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1145","ServerCore","EventSink.InvokeHelpRequest(new HelpRequestEventArgs(state.Mobile));"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1348","ServerCore","EventSink.InvokeVirtueGumpRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1359","ServerCore","EventSink.InvokeVirtueItemRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1736","ServerCore","EventSink.InvokeCastSpellRequest("
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1893","ServerCore","EventSink.InvokeStunRequest(new StunRequestEventArgs(state.Mobile));"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","1898","ServerCore","EventSink.InvokeDisarmRequest(new DisarmRequestEventArgs(state.Mobile));"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2046","ServerCore","EventSink.InvokeClientVersionReceived(new ClientVersionReceivedArgs(state, version));"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2056","ServerCore","//EventSink.InvokeClientVersionReceived( new ClientVersionReceivedArgs( state, version ) );//todo"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2256","ServerCore","EventSink.InvokeLogin(new LoginEventArgs(m));"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2382","ServerCore","EventSink.InvokeCharacterCreated(args);"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2511","ServerCore","EventSink.InvokeCharacterCreated(args);"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2633","ServerCore","EventSink.InvokeGameLogin(e);"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2713","ServerCore","EventSink.InvokeAccountLogin(e);"
"EventSink","Data/System/Source/Network/PacketHandlers.cs","2725","ServerCore","EventSink.InvokeServerList(e);"
"PacketHandlers.Register","Data/Scripts/Custom/XMLSpawner/PacketHandlerOverrides.cs","43","Custom:XMLSpawner","PacketHandlers.Register("
"PacketHandlers.Register","Data/Scripts/Custom/XMLSpawner/PacketHandlerOverrides.cs","61","Custom:XMLSpawner","PacketHandlers.Register(0x06, 5, true, new OnPacketReceive(XmlAttach.UseReq));"
"PacketHandlers.Register","Data/Scripts/Custom/XMLSpawner/XmlTextEntryBook.cs","191","Custom:XMLSpawner","//PacketHandlers.Register( 0x66, 0, true, new OnPacketReceive( ContentChange ) );"
"PacketHandlers.Register","Data/Scripts/Items/Books/BaseBook.cs","339","Items:Books","PacketHandlers.Register(0xD4, 0, true, new OnPacketReceive(HeaderChange));"
"PacketHandlers.Register","Data/Scripts/Items/Books/BaseBook.cs","340","Items:Books","PacketHandlers.Register(0x66, 0, true, new OnPacketReceive(ContentChange));"
"PacketHandlers.Register","Data/Scripts/Items/Books/BaseBook.cs","341","Items:Books","PacketHandlers.Register(0x93, 99, true, new OnPacketReceive(OldHeaderChange));"
"PacketHandlers.Register","Data/Scripts/Items/Houses/Monopoly/Misc/GumpResponse.cs","23","Items:Houses","PacketHandlers.Register(0xB1, 0, true, new OnPacketReceive(DisplayGumpResponse));"
"PacketHandlers.Register","Data/Scripts/Items/Misc/BulletinBoards.cs","230","Items:Misc","PacketHandlers.Register(0x71, 0, true, new OnPacketReceive(BBClientRequest));"
"PacketHandlers.Register","Data/Scripts/Items/Misc/Games/Mahjong/MahjongPacketHandlers.cs","38","Items:Misc","PacketHandlers.Register(0xDA, 0, true, new OnPacketReceive(OnPacket));"
"PacketHandlers.Register","Data/Scripts/Items/Trades/Maps/MapItem.cs","547","Items:Trades","PacketHandlers.Register(0x56, 11, true, new OnPacketReceive(OnMapCommand));"
"PacketHandlers.Register","Data/Scripts/System/Chat/General/Chat3Guild.cs","17","System:Chat","PacketHandlers.Register(0x03, 0, true, new OnPacketReceive(AsciiSpeechChat3));"
"PacketHandlers.Register","Data/Scripts/System/Chat/General/Chat3Guild.cs","18","System:Chat","PacketHandlers.Register(0xAD, 0, true, new OnPacketReceive(UnicodeSpeechChat3));"
"PacketHandlers.Register","Data/Scripts/System/Misc/HardwareInfo.cs","197","System:Misc","PacketHandlers.Register(0xD9, 0x10C, false, new OnPacketReceive(OnReceive));"
"PacketHandlers.Register","Data/Scripts/System/Misc/ProtocolExtensions.cs","15","System:Misc","PacketHandlers.Register(0xF0, 0, false, new OnPacketReceive(DecodeBundledPacket));"
"PacketHandlers.Register","Data/Scripts/System/Misc/Remote.cs","23","System:Misc","PacketHandlers.Register(0xF1, 0, false, new OnPacketReceive(OnReceive));"
"PacketHandlers.Register","Data/Scripts/System/Obsolete/Obsolete.cs","6009","System:Obsolete","PacketHandlers.Register(0xB5, 0x40, true, new OnPacketReceive(OpenChatWindowRequest));"
"PacketHandlers.Register","Data/Scripts/System/Obsolete/Obsolete.cs","6010","System:Obsolete","PacketHandlers.Register(0xB3, 0, true, new OnPacketReceive(ChatAction));"
"Timer.DelayCall","Data/Scripts/Custom/CEO's GM Hiding Stone [2.0]/gmhidingstone.cs","144","Custom:CEO's GM Hiding Stone [2.0]","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/CEO's GM Hiding Stone [2.0]/gmhidingstone.cs","149","Custom:CEO's GM Hiding Stone [2.0]","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Items/PlagueBeastBlood.cs","24","Custom:Champions","m_Timer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","54","Custom:Champions","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Initialize));"
"Timer.DelayCall","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","408","Custom:Champions","m_Timer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Items/PlagueBeastOrgans.cs","443","Custom:Champions","m_Timer = Timer.DelayCall(TimeSpan.FromSeconds(2), new TimerCallback(OpenOrgan));"
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","271","Custom:Champions","m_Table[to] = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","402","Custom:Champions","m_Timer = Timer.DelayCall(TimeSpan.Zero, TimeSpan.FromSeconds(1), OnTick);"
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Champs-UO/Ilhenir.cs","510","Custom:Champions","m_Timer = Timer.DelayCall(TimeSpan.Zero, TimeSpan.FromSeconds(1), OnTick);"
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Minions/Hiryu.cs","257","Custom:Champions","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Minions/Hiryu.cs","266","Custom:Champions","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Minions/LesserHiryu.cs","267","Custom:Champions","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Minions/LesserHiryu.cs","276","Custom:Champions","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeastLord.cs","196","Custom:Champions","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(BroadcastMessage));"
"Timer.DelayCall","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawn.cs","1284","Custom:Champions","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(UpdateRegion));"
"Timer.DelayCall","Data/Scripts/Custom/Invasion System/Add Ins/BaseSpecialCreature.cs","712","Custom:Invasion System","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Invasion System/Add Ins/BaseSpecialCreature.cs","742","Custom:Invasion System","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Invasion System/Add Ins/BaseSpecialCreature.cs","747","Custom:Invasion System","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Invasion System/Add Ins/BaseSpecialCreature.cs","752","Custom:Invasion System","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/Offline Skill Training/Items/StudyBook.cs","226","Custom:Offline Skill Training","_Table[from] = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/OmniAI/OmniAI Ninjitsu.cs","90","Custom:OmniAI","Timer.DelayCall(TimeSpan.FromSeconds(1), new TimerCallback(ShurikenDamage));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/PacketHandlerOverrides.cs","28","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(ContentChangeOverride));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/PacketHandlerOverrides.cs","33","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(UseReqOverride));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/PacketHandlerOverrides.cs","36","Custom:XMLSpawner","//Timer.DelayCall(TimeSpan.Zero, new TimerCallback(QuestButtonOverride));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","4193","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/Wands/BaseWand.cs","133","Custom:XMLSpawner","Timer.DelayCall(GetUseDelay, new TimerStateCallback(ReleaseWandLock_Callback), from);"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttachment.cs","447","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttachment.cs","469","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlAddFame.cs","66","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlAddKarma.cs","66","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlAddTithing.cs","66","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlAddVirtue.cs","99","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlDex.cs","57","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlDialog.cs","1364","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlInt.cs","57","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlMagicWord.cs","235","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","2598","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","2608","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","2653","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlSkill.cs","202","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlStr.cs","57","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/BaseChallengeGame.cs","659","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeRegionStone.cs","294","Custom:XMLSpawner","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(RefreshRegions));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/CTF.cs","941","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/CTF.cs","1169","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/DeathBallGauntlet.cs","538","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/DeathBallGauntlet.cs","715","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/DeathmatchGauntlet.cs","470","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/DeathmatchGauntlet.cs","658","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/KingOfTheHillGauntlet.cs","450","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/KingOfTheHillGauntlet.cs","610","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/LastManStandingGauntlet.cs","373","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/LastManStandingGauntlet.cs","523","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamDeathballGauntlet.cs","500","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamDeathballGauntlet.cs","706","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamDeathmatchGauntlet.cs","491","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamDeathmatchGauntlet.cs","726","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamKotHGauntlet.cs","486","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamKotHGauntlet.cs","697","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamLMSGauntlet.cs","407","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlPoints PvP/ChallengeGames/TeamLMSGauntlet.cs","543","Custom:XMLSpawner","Timer.DelayCall(PostGameDecayTime, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestHolder.cs","1611","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestToken.cs","1643","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs","82","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlUtils/Gumps/XmlCategorizedAddGump.cs","93","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Custom/XMLSpawner/XmlUtils/Gumps/XmlPartialCategorizedAddGump.cs","322","Custom:XMLSpawner","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Books/DynamicBook.cs","858","Items:Books","Timer.DelayCall(TimeSpan.FromSeconds(15.0), new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Items/Books/DynamicBook.cs","900","Items:Books","Timer.DelayCall(TimeSpan.FromSeconds(15.0), new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Items/Construction/Addons/FlourMillEastAddon.cs","72","Items:Construction","m_Timer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Construction/Addons/FlourMillSouthAddon.cs","58","Items:Construction","m_Timer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Construction/Addons/JackOLantern.cs","71","Items:Construction","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Construction/Addons/RejuvinationAnkhs.cs","41","Items:Construction","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Containers/DungeonChest.cs","517","Items:Containers","Timer.DelayCall(TimeSpan.FromMinutes(15.0), new TimerCallback(RemoveDungeonChest));"
"Timer.DelayCall","Data/Scripts/Items/Containers/DungeonChest.cs","800","Items:Containers","Timer.DelayCall(TimeSpan.FromMinutes(respawn), new TimerCallback(RemoveDungeonChest));"
"Timer.DelayCall","Data/Scripts/Items/Containers/FillableContainers.cs","149","Items:Containers","m_RespawnTimer = Timer.DelayCall(delay, new TimerCallback(Respawn));"
"Timer.DelayCall","Data/Scripts/Items/Containers/FillableContainers.cs","286","Items:Containers","m_RespawnTimer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Containers/FillableContainers.cs","354","Items:Containers","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(AcquireContent));"
"Timer.DelayCall","Data/Scripts/Items/Containers/Strongbox.cs","79","Items:Containers","Timer.DelayCall(TimeSpan.FromSeconds(1.0), new TimerCallback(Validate));"
"Timer.DelayCall","Data/Scripts/Items/Decorations/Artifacts/StealableArtifactsSpawner.cs","514","Items:Decorations","m_RespawnTimer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Decorations/Artifacts/StealableArtifactsSpawner.cs","602","Items:Decorations","m_RespawnTimer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Deeds/CommodityDeed.cs","72","Items:Deeds","Timer.DelayCall(TimeSpan.Zero, this.Delete);"
"Timer.DelayCall","Data/Scripts/Items/Doors/DoorTeleporter.cs","149","Items:Doors","Timer.DelayCall(m_Delay, new TimerStateCallback(DoTeleport_Callback), m);"
"Timer.DelayCall","Data/Scripts/Items/Doors/GateMoon.cs","56","Items:Doors","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Doors/Moongates.cs","191","Items:Doors","Timer.DelayCall(m_Delay, new TimerStateCallback(DoTeleport_Callback), m);"
"Timer.DelayCall","Data/Scripts/Items/Doors/Moongates.cs","405","Items:Doors","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Doors/Teleporter.cs","189","Items:Doors","Timer.DelayCall(m_Delay, new TimerStateCallback(DoTeleport_Callback), m);"
"Timer.DelayCall","Data/Scripts/Items/Doors/Teleporter.cs","403","Items:Doors","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Explorers/BedrolledOut.cs","23","Items:Explorers","m_Timer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Explorers/Campfire.cs","28","Items:Explorers","m_Timer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Explorers/SmallTent.cs","368","Items:Explorers","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(CheckAddComponents));"
"Timer.DelayCall","Data/Scripts/Items/Explorers/SmallTent.cs","448","Items:Explorers","m_DecayTimer = Timer.DelayCall(ts, new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Christmas/Christmas Gifts/Mistletoe.cs","52","Items:Gifts","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(FixMovingCrate));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Decorations/AppleBobbingBarrel.cs","49","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(6), new TimerStateCallback(StopBobbing), from);"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/DaemonDartBoard.cs","119","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.8), new TimerCallback(OnDaemonReset));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/DaemonDartBoard.cs","120","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.2), new TimerCallback(OnDaemonHit));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/DaemonDartBoard.cs","124","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.2), new TimerCallback(OnDaemonNick));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/DaemonDartBoard.cs","134","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.1), new TimerCallback(OnDaemonReset));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/MongbatDartBoard.cs","116","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.7), new TimerCallback(OnMongbatReset));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/MongbatDartBoard.cs","117","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.2), new TimerCallback(OnMongbatHit));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/MongbatDartBoard.cs","121","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.2), new TimerCallback(OnMongbatNick));"
"Timer.DelayCall","Data/Scripts/Items/Gifts/Holiday/Halloween/Rewards/MongbatDartBoard.cs","131","Items:Gifts","Timer.DelayCall(TimeSpan.FromSeconds(0.1), new TimerCallback(OnMongbatReset));"
"Timer.DelayCall","Data/Scripts/Items/Houses/BaseHouse.cs","203","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Decay_Sandbox));"
"Timer.DelayCall","Data/Scripts/Items/Houses/BaseHouse.cs","974","Items:Houses","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Houses/BaseHouse.cs","3187","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(FixLockdowns_Sandbox));"
"Timer.DelayCall","Data/Scripts/Items/Houses/BaseHouse.cs","3196","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(RestoreRelocatedEntities));"
"Timer.DelayCall","Data/Scripts/Items/Houses/BaseHouse.cs","3199","Items:Houses","Timer.DelayCall(TimeSpan.FromSeconds(10.0), new TimerCallback(Delete));"
"Timer.DelayCall","Data/Scripts/Items/Houses/BaseHouse.cs","3257","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(house.Delete));"
"Timer.DelayCall","Data/Scripts/Items/Houses/BaseHouse.cs","4487","Items:Houses","Timer.DelayCall(house.RestrictedPlacingTime, Unregister);"
"Timer.DelayCall","Data/Scripts/Items/Houses/HouseFoundation.cs","2888","Items:Houses","Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Houses/MovingCrate.cs","270","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(Hide));"
"Timer.DelayCall","Data/Scripts/Items/Houses/MovingCrate.cs","274","Items:Houses","Timer.DelayCall(TimeSpan.Zero, this.Delete);"
"Timer.DelayCall","Data/Scripts/Items/Houses/PlayersHouseTeleporter.cs","264","Items:Houses","Timer.DelayCall(m_Delay, new TimerStateCallback(DoTeleport_Callback), m);"
"Timer.DelayCall","Data/Scripts/Items/Houses/PlayersZTeleporter.cs","251","Items:Houses","Timer.DelayCall(m_Delay, new TimerStateCallback(DoTeleport_Callback), m);"
"Timer.DelayCall","Data/Scripts/Items/Houses/PreviewHouse.cs","132","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(this.Delete));"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Gumps/Gumps Plus Light/GumpPlusLight.cs","49","Items:Houses","Timer.DelayCall(TimeSpan.FromSeconds(0), new TimerCallback(NewGump));"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouse.cs","58","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(FinishInit));"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouse.cs","250","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerStateCallback(AfterSpeech), e.Mobile);"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouse.cs","357","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(FinishInit));"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","670","Items:Houses","c_PreviewTimer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","700","Items:Houses","c_PreviewTimer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","720","Items:Houses","c_PreviewTimer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","752","Items:Houses","c_PreviewTimer = Timer.DelayCall("
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","1318","Items:Houses","c_DemolishTimer = Timer.DelayCall(time, new TimerCallback(PackUpHouse));"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","1476","Items:Houses","c_RentTimer = Timer.DelayCall(time, new TimerCallback(RentDue));"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Items/TownHouseSign.cs","2012","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(StartTimers));"
"Timer.DelayCall","Data/Scripts/Items/Houses/Monopoly/Misc/GumpResponse.cs","16","Items:Houses","Timer.DelayCall(TimeSpan.Zero, new TimerCallback(AfterInit));"
